season,week,sample_id,eliminated_rank,eliminated_percentage,n_contestants
1,1,90,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,91,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,92,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,93,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,94,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,95,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,96,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,97,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,98,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,99,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,100,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,101,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,102,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,103,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,104,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,105,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,106,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,107,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,108,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,109,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,110,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,111,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,112,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,113,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,114,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,115,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,116,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,117,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,118,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,119,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,120,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,121,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,122,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,123,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,124,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,125,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,126,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,127,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,128,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,129,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,130,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,131,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,132,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,133,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,134,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,135,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,136,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,137,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,138,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,139,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,140,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,141,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,142,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,143,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,144,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,145,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,146,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,147,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,148,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,149,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,150,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,151,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,152,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,153,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,154,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,155,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,156,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,157,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,158,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,159,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,160,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,161,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,162,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,163,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,164,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,165,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,166,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,167,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,168,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,169,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,170,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,171,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,172,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,173,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,174,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,175,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,176,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,177,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,178,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,179,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,180,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,181,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,182,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,183,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,184,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,185,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,186,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,187,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,188,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,189,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,190,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,191,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,192,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,193,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,194,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,195,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,196,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,197,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,198,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,199,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,200,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,201,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,202,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,203,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,204,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,205,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,206,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,207,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,208,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,209,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,210,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,211,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,212,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,213,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,214,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,215,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,216,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,217,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,218,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,219,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,220,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,221,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,222,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,223,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,224,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,225,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,226,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,227,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,228,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,229,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,230,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,231,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,232,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,233,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,234,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,235,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,236,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,237,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,238,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,239,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,240,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,241,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,242,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,243,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,244,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,245,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,246,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,247,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,248,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,249,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,250,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,251,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,252,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,253,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,254,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,255,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,256,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,257,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,258,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,259,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,260,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,261,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,262,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,263,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,264,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,265,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,266,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,267,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,268,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,269,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,270,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,271,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,272,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,273,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,274,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,275,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,276,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,277,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,278,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,279,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,280,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,281,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,282,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,283,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,284,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,285,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,286,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,287,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,288,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,289,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,290,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,291,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,292,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,293,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,294,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,295,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,296,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,297,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,298,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,299,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,300,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,301,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,302,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,303,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,304,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,305,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,306,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,307,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,308,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,309,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,310,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,311,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,312,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,313,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,314,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,315,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,316,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,317,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,318,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,319,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,320,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,321,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,322,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,323,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,324,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,325,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,326,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,327,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,328,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,329,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,330,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,331,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,332,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,333,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,334,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,335,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,336,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,337,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,338,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,339,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,340,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,341,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,342,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,343,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,344,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,345,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,346,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,347,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,348,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,349,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,350,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,351,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,352,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,353,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,354,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,355,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,356,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,357,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,358,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,359,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,360,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,361,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,362,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,363,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,364,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,365,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,366,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,367,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,368,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,369,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,370,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,371,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,372,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,373,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,374,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,375,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,376,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,377,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,378,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,379,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,380,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,381,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,382,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,383,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,384,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,385,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,386,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,387,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,388,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,389,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,390,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,391,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,392,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,393,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,394,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,395,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,396,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,397,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,398,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,399,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,400,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,401,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,402,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,403,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,404,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,405,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,406,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,407,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,408,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,409,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,410,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,411,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,412,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,413,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,414,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,415,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,416,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,417,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,418,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,419,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,420,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,421,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,422,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,423,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,424,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,425,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,426,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,427,Joey McIntyre_S1,Kelly Monaco_S1,6
1,1,428,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,429,Evander Holyfield_S1,Kelly Monaco_S1,6
1,1,430,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,431,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,432,Trista Sutter_S1,Kelly Monaco_S1,6
1,1,433,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,434,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,435,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,436,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,437,Kelly Monaco_S1,Kelly Monaco_S1,6
1,1,438,Kelly Monaco_S1,Kelly Monaco_S1,6
