season,week,contestant_id,fan_percent,judge_percent,left_contestants,fan_rank,judge_rank,rank_sum,percent_sum,rank_rank,percent_rank,rev_rank_rank,rev_percent_rank,week_rank,season_weeks,voting_method,week_elim,max_week_in_season,rank_rank_is_eliminated,percent_rank_is_eliminated
3,3,Vivica A. Fox_S3,0.1141702595476648,0.13043478260869565,9,6,1,7,0.24460504215636045,2,1,8,9,1,10,percentage,1,10,false,false
3,3,Willa Ford_S3,0.11533516360766397,0.10628019323671498,9,5,5,10,0.22161535684437894,6,6,4,4,4,10,percentage,1,10,false,false
3,4,Emmitt Smith_S3,0.13219142452399982,0.12121212121212122,8,3,5,8,0.253403545736121,1,4,8,5,4,10,percentage,1,10,false,false
3,4,Jerry Springer_S3,0.1370733348729415,0.1111111111111111,8,2,7,9,0.2481844459840526,6,6,3,3,7,10,percentage,1,10,false,false
3,4,Joey Lawrence_S3,0.12889596141480614,0.13636363636363635,8,5,3,8,0.2652595977784425,2,3,7,6,3,10,percentage,1,10,false,false
3,4,Mario Lopez_S3,0.12603451602907323,0.14646464646464646,8,7,1,8,0.2724991624937197,4,1,5,8,1,10,percentage,1,10,false,false
3,4,Monique Coleman_S3,0.1302523747908351,0.12121212121212122,8,4,5,9,0.2514644960029563,7,5,2,4,6,10,percentage,1,10,false,false
3,4,Sara Evans_S3,0.13766141844548938,0.10101010101010101,8,1,8,9,0.2386715194555904,5,7,4,2,8,10,percentage,1,10,false,false
3,4,Vivica A. Fox_S3,0.08134895521840545,0.12121212121212122,8,8,5,13,0.20256107643052668,8,8,1,1,5,10,percentage,1,10,true,true
3,4,Willa Ford_S3,0.12654201470444928,0.1414141414141414,8,6,2,8,0.2679561561185907,3,2,6,7,2,10,percentage,1,10,false,false
3,5,Emmitt Smith_S3,0.15763834428009982,0.14917127071823205,7,3,2,5,0.30680961499833187,1,1,7,7,1,10,percentage,2,10,false,false
3,5,Jerry Springer_S3,0.1612211787527212,0.13259668508287292,7,2,6,8,0.29381786383559416,5,5,3,3,6,10,percentage,2,10,false,false
3,5,Joey Lawrence_S3,0.16152080962479823,0.13812154696132597,7,1,5,6,0.2996423565861242,2,4,6,4,5,10,percentage,2,10,false,false
3,5,Mario Lopez_S3,0.15554309008843537,0.14917127071823205,7,4,2,6,0.3047143608066674,3,2,5,6,2,10,percentage,2,10,false,false
3,5,Monique Coleman_S3,0.15412552158172352,0.14917127071823205,7,5,2,7,0.30329679229995554,4,3,4,5,4,10,percentage,2,10,false,false
3,5,Sara Evans_S3,0.11123188840530954,0.13259668508287292,7,6,6,12,0.24382857348818246,7,7,1,1,7,10,percentage,2,10,true,true
3,5,Willa Ford_S3,0.09871916726691214,0.14917127071823205,7,7,2,9,0.2478904379851442,6,6,2,2,3,10,percentage,2,10,true,true
3,6,Emmitt Smith_S3,0.20434506495911162,0.211864406779661,5,1,2,3,0.41620947173877265,1,2,5,4,2,10,percentage,0,10,false,false
3,6,Jerry Springer_S3,0.19450430555669052,0.15254237288135594,5,5,5,10,0.3470466784380465,5,5,1,1,5,10,percentage,0,10,false,false
3,6,Joey Lawrence_S3,0.19819953956441613,0.2033898305084746,5,4,3,7,0.40158937007289075,4,3,2,3,3,10,percentage,0,10,false,false
3,6,Mario Lopez_S3,0.2028177616512267,0.23728813559322035,5,2,1,3,0.44010589724444704,2,1,4,5,1,10,percentage,0,10,false,false
3,6,Monique Coleman_S3,0.20013332826855484,0.19491525423728814,5,3,4,7,0.39504858250584296,3,4,3,2,4,10,percentage,0,10,false,false
3,7,Emmitt Smith_S3,0.21267268620569593,0.2111111111111111,5,1,1,2,0.42378379731680704,1,1,5,5,1,10,percentage,1,10,false,false
3,7,Jerry Springer_S3,0.15614508082484752,0.17037037037037037,5,5,5,10,0.32651545119521785,5,5,1,1,5,10,percentage,1,10,true,true
3,7,Joey Lawrence_S3,0.20958171612109874,0.2111111111111111,5,4,1,5,0.42069282723220985,2,2,4,4,2,10,percentage,1,10,false,false
3,7,Mario Lopez_S3,0.20964112724406034,0.2074074074074074,5,3,3,6,0.41704853465146774,4,3,2,3,3,10,percentage,1,10,false,false
3,7,Monique Coleman_S3,0.21195938960429636,0.2,5,2,4,6,0.41195938960429634,3,4,3,2,4,10,percentage,1,10,false,false
3,8,Emmitt Smith_S3,0.27110328007497847,0.24770642201834864,4,2,2,4,0.5188097020933271,2,3,3,2,2,10,percentage,1,10,false,false
3,8,Joey Lawrence_S3,0.27514832994555694,0.24770642201834864,4,1,2,3,0.5228547519639055,1,2,4,3,3,10,percentage,1,10,false,false
3,8,Mario Lopez_S3,0.2657938031652624,0.26146788990825687,4,3,1,4,0.5272616930735192,3,1,2,4,1,10,percentage,1,10,false,false
3,8,Monique Coleman_S3,0.1879545868142017,0.24311926605504589,4,4,4,8,0.4310738528692476,4,4,1,1,4,10,percentage,1,10,true,true
3,9,Emmitt Smith_S3,0.37307779027873184,0.3333333333333333,3,1,2,3,0.7064111236120652,1,1,3,3,2,10,percentage,1,10,false,false
3,9,Joey Lawrence_S3,0.25828708245964416,0.3333333333333333,3,3,2,5,0.5916204157929774,3,3,1,1,3,10,percentage,1,10,true,true
3,9,Mario Lopez_S3,0.3686351272616244,0.3333333333333333,3,2,2,4,0.7019684605949577,2,2,2,2,1,10,percentage,1,10,false,false
3,10,Emmitt Smith_S3,0.5744646982709827,0.5,2,1,1,2,1.0744646982709827,1,1,2,2,2,10,percentage,2,10,true,true
3,10,Mario Lopez_S3,0.42553530172901655,0.5,2,2,1,3,0.9255353017290165,2,2,1,1,1,10,percentage,2,10,true,true
4,1,Apolo Anton Ohno_S4,0.093268798116699,0.10194174757281553,11,7,3,10,0.19521054568951451,6,4,6,8,3,10,percentage,0,10,false,false
4,1,Billy Ray Cyrus_S4,0.09396926223657337,0.06310679611650485,11,5,11,16,0.15707605835307822,8,11,4,1,11,10,percentage,0,10,false,false
4,1,Clyde Drexler_S4,0.09714979555677752,0.07766990291262135,11,1,9,10,0.17481969846939888,4,7,8,5,9,10,percentage,0,10,false,false
4,1,Heather Mills_S4,0.07994132359649604,0.08737864077669903,11,10,7,17,0.16731996437319507,11,9,1,3,7,10,percentage,0,10,false,false
4,1,Ian Ziering_S4,0.096231164409468,0.10194174757281553,11,3,3,6,0.19817291198228354,1,3,11,9,4,10,percentage,0,10,false,false
4,1,Joey Fatone_S4,0.09215175579769667,0.11650485436893204,11,8,1,9,0.20865661016662873,3,1,9,11,1,10,percentage,0,10,false,false
4,1,John Ratzenberger_S4,0.0964691321452302,0.0825242718446602,11,2,8,10,0.1789934039898904,5,5,7,7,8,10,percentage,0,10,false,false
4,1,Laila Ali_S4,0.09620695434687583,0.11165048543689321,11,4,2,6,0.20785743978376903,2,2,10,10,2,10,percentage,0,10,false,false
4,1,Leeza Gibbons_S4,0.0936527889699813,0.07281553398058252,11,6,10,16,0.16646832295056382,9,10,3,2,10,10,percentage,0,10,false,false
4,1,Paulina Porizkova_S4,0.07831045870897628,0.09223300970873786,11,11,5,16,0.17054346841771414,10,8,2,4,6,10,percentage,0,10,false,false
4,1,Shandi Finnessey_S4,0.08264856611522622,0.09223300970873786,11,9,5,14,0.17488157582396407,7,6,5,6,5,10,percentage,0,10,false,false
4,2,Apolo Anton Ohno_S4,0.09468161404363766,0.10612244897959183,11,7,2,9,0.2008040630232295,3,2,9,10,2,10,percentage,1,10,false,false
4,2,Billy Ray Cyrus_S4,0.09781463381365517,0.08571428571428572,11,2,7,9,0.18352891952794087,2,5,10,7,7,10,percentage,1,10,false,false
4,2,Clyde Drexler_S4,0.09995833100367803,0.07346938775510205,11,1,11,12,0.17342771875878008,8,9,4,3,11,10,percentage,1,10,false,false
4,2,Heather Mills_S4,0.08534013861572955,0.09795918367346938,11,10,3,13,0.18329932228919893,9,6,3,6,3,10,percentage,1,10,false,false
4,2,Ian Ziering_S4,0.09655202700919338,0.08979591836734693,11,5,5,10,0.1863479453765403,5,4,7,8,5,10,percentage,1,10,false,false
4,2,Joey Fatone_S4,0.09367341610795488,0.09795918367346938,11,8,3,11,0.19163259978142427,7,3,5,9,4,10,percentage,1,10,false,false
4,2,John Ratzenberger_S4,0.09752313884976724,0.08571428571428572,11,3,7,10,0.18323742456405295,4,7,8,5,6,10,percentage,1,10,false,false
4,2,Laila Ali_S4,0.09517712501502557,0.11020408163265306,11,6,1,7,0.20538120664767862,1,1,11,11,1,10,percentage,1,10,false,false
4,2,Leeza Gibbons_S4,0.09745888983402966,0.08571428571428572,11,4,7,11,0.18317317554831536,6,8,6,4,9,10,percentage,1,10,false,false
4,2,Paulina Porizkova_S4,0.05062285603122919,0.08571428571428572,11,11,7,18,0.1363371417455149,10,11,2,1,8,10,percentage,1,10,false,true
4,2,Shandi Finnessey_S4,0.09119782967609952,0.08163265306122448,11,9,10,19,0.172830482737324,11,10,1,2,10,10,percentage,1,10,true,false
4,3,Apolo Anton Ohno_S4,0.10286895060350468,0.10550458715596331,10,8,5,13,0.20837353775946799,8,4,3,7,5,10,percentage,1,10,false,false
4,3,Billy Ray Cyrus_S4,0.10637536224540428,0.0963302752293578,10,3,7,10,0.20270563747476208,4,6,7,5,6,10,percentage,1,10,false,false
4,3,Clyde Drexler_S4,0.11533400178952312,0.07339449541284404,10,1,10,11,0.18872849720236717,5,9,6,2,10,10,percentage,1,10,false,false
4,3,Heather Mills_S4,0.09301905452461029,0.11009174311926606,10,9,2,11,0.20311079764387635,7,5,4,6,4,10,percentage,1,10,false,false
4,3,Ian Ziering_S4,0.10287361393031931,0.11009174311926606,10,7,2,9,0.21296535704958536,3,3,8,8,1,10,percentage,1,10,false,false
4,3,Joey Fatone_S4,0.10304032107267569,0.11009174311926606,10,6,2,8,0.21313206419194175,2,2,9,9,2,10,percentage,1,10,false,false
4,3,John Ratzenberger_S4,0.10614548505471835,0.09174311926605505,10,5,9,14,0.1978886043207734,9,8,2,3,9,10,percentage,1,10,false,false
4,3,Laila Ali_S4,0.10624537311667161,0.0963302752293578,10,4,7,11,0.20257564834602942,6,7,5,4,7,10,percentage,1,10,false,false
4,3,Leeza Gibbons_S4,0.10791458590439777,0.11009174311926606,10,2,2,4,0.21800632902366385,1,1,10,10,3,10,percentage,1,10,false,false
4,3,Shandi Finnessey_S4,0.05618325175817516,0.0963302752293578,10,10,7,17,0.15251352698753295,10,10,1,1,8,10,percentage,1,10,true,true
4,4,Apolo Anton Ohno_S4,0.11580676073030467,0.1368421052631579,9,5,2,7,0.2526488659934626,2,2,8,8,2,10,percentage,1,10,false,false
4,4,Billy Ray Cyrus_S4,0.11404443246614707,0.11052631578947368,9,6,5,11,0.22457074825562073,7,5,3,5,6,10,percentage,1,10,false,false
4,4,Clyde Drexler_S4,0.12451137114771303,0.07894736842105263,9,1,9,10,0.20345873956876565,6,8,4,2,9,10,percentage,1,10,false,false
4,4,Heather Mills_S4,0.09988211373010338,0.12105263157894737,9,8,4,12,0.22093474530905075,8,6,2,4,4,10,percentage,1,10,false,false
4,4,Ian Ziering_S4,0.11691797593966398,0.12631578947368421,9,3,3,6,0.24323376541334818,1,3,9,7,3,10,percentage,1,10,false,false
4,4,Joey Fatone_S4,0.11128136674737472,0.14736842105263157,9,7,1,8,0.2586497878000063,3,1,7,9,1,10,percentage,1,10,false,false
4,4,John Ratzenberger_S4,0.12105242096458851,0.08421052631578947,9,2,7,9,0.20526294728037797,4,7,6,3,8,10,percentage,1,10,false,false
4,4,Laila Ali_S4,0.11625690393571982,0.11052631578947368,9,4,5,9,0.2267832197251935,5,4,5,6,5,10,percentage,1,10,false,false
4,4,Leeza Gibbons_S4,0.08024665433838461,0.08421052631578947,9,9,7,16,0.16445718065417408,9,9,1,1,7,10,percentage,1,10,true,true
