season,week,n_contestants,n_simulations,ODP,Stability_A_contestant,Stability_A_prob,Stability_B_contestant,Stability_B_prob,Unique_Eliminated_A,Unique_Eliminated_B
4,5,8,1000,0.0,Clyde Drexler_S4,1.0,Clyde Drexler_S4,1.0,1,1
4,6,7,1000,0.988,Heather Mills_S4,0.924,John Ratzenberger_S4,1.0,3,1
4,7,6,1000,0.996,John Ratzenberger_S4,0.996,Billy Ray Cyrus_S4,1.0,2,1
4,8,5,1000,0.0,Billy Ray Cyrus_S4,1.0,Billy Ray Cyrus_S4,1.0,1,1
4,9,4,1000,0.0,Ian Ziering_S4,1.0,Ian Ziering_S4,1.0,1,1
4,10,3,1000,0.001,Laila Ali_S4,0.999,Laila Ali_S4,1.0,2,1
5,1,12,1000,0.0,Josie Maran_S5,1.0,Josie Maran_S5,1.0,1,1
5,2,11,1000,0.899,Albert Reed_S5,0.654,Wayne Newton_S5,1.0,3,1
5,3,10,1000,0.0,Wayne Newton_S5,1.0,Wayne Newton_S5,1.0,1,1
5,4,9,1000,1.0,Floyd Mayweather Jr. _S5,1.0,Mark Cuban_S5,1.0,1,1
5,5,8,1000,0.0,Mark Cuban_S5,1.0,Mark Cuban_S5,1.0,1,1
5,6,7,1000,0.793,Sabrina Bryan_S5,0.63,Jane Seymour_S5,1.0,3,1
5,7,6,1000,0.0,Jane Seymour_S5,1.0,Jane Seymour_S5,1.0,1,1
5,8,5,1000,0.865,Cameron Mathison_S5,0.865,Marie Osmond_S5,1.0,2,1
5,9,4,1000,1.0,Jennie Garth_S5,1.0,Marie Osmond_S5,1.0,1,1
5,10,3,1000,0.0,Marie Osmond_S5,1.0,Marie Osmond_S5,1.0,1,1
6,1,12,1000,0.078,Adam Carolla_S6,0.914,Adam Carolla_S6,0.983,3,2
6,2,12,1000,0.0,Monica Seles_S6,1.0,Monica Seles_S6,1.0,1,1
6,3,10,1000,0.905,Steve Guttenberg_S6,0.905,Marissa Jaret Winokur_S6,1.0,2,1
6,4,9,1000,0.0,Adam Carolla_S6,1.0,Adam Carolla_S6,1.0,1,1
6,5,8,1000,0.0,Priscilla Presley_S6,1.0,Priscilla Presley_S6,1.0,1,1
6,6,7,1000,0.0,Marlee Matlin_S6,1.0,Marlee Matlin_S6,1.0,1,1
6,7,6,1000,0.771,Shannon Elizabeth_S6,0.771,Cristian de la Fuente_S6,1.0,2,1
6,8,5,1000,0.823,Mario_S6,0.621,Marissa Jaret Winokur_S6,1.0,3,1
6,9,4,1000,0.0,Marissa Jaret Winokur_S6,1.0,Marissa Jaret Winokur_S6,1.0,1,1
6,10,3,1000,0.0,Cristian de la Fuente_S6,1.0,Cristian de la Fuente_S6,1.0,1,1
7,1,13,1000,0.002,Jeffrey Ross_S7,0.998,Jeffrey Ross_S7,1.0,2,1
7,2,11,1000,0.994,Kim Kardashian_S7,0.994,Cloris Leachman_S7,1.0,2,1
7,3,9,1000,0.242,Cloris Leachman_S7,0.758,Cloris Leachman_S7,1.0,5,1
7,4,9,1000,0.0,Rocco DiSpirito_S7,1.0,Rocco DiSpirito_S7,1.0,1,1
7,5,8,1000,0.68,Toni Braxton_S7,0.68,Cloris Leachman_S7,0.537,3,2
7,6,7,1000,0.0,Cloris Leachman_S7,1.0,Cloris Leachman_S7,1.0,1,1
7,7,6,1000,0.96,Susan Lucci_S7,0.854,Warren Sapp_S7,1.0,3,1
7,8,5,1000,0.0,Maurice Greene_S7,1.0,Maurice Greene_S7,1.0,1,1
7,9,4,1000,0.0,Cody Linley_S7,1.0,Cody Linley_S7,1.0,1,1
7,10,3,1000,0.0,Lance Bass_S7,1.0,Lance Bass_S7,1.0,1,1
8,1,13,1000,0.012,Steve Wozniak_S8,0.988,Steve Wozniak_S8,1.0,4,1
8,2,13,1000,0.989,Belinda Carlisle_S8,0.61,Steve-O_S8,1.0,4,1
8,3,12,1000,0.998,Denise Richards_S8,0.998,Steve Wozniak_S8,1.0,2,1
8,4,11,1000,0.0,Steve Wozniak_S8,1.0,Steve Wozniak_S8,1.0,1,1
8,5,9,1000,0.985,David Alan Grier_S8,0.966,Steve-O_S8,1.0,3,1
8,6,8,1000,0.0,Steve-O_S8,1.0,Steve-O_S8,1.0,1,1
8,7,7,1000,0.0,Lawrence Taylor_S8,1.0,Lawrence Taylor_S8,1.0,1,1
8,8,6,1000,1.0,Chuck Wicks_S8,1.0,Melissa Rycroft_S8,1.0,1,1
8,9,5,1000,1.0,Lil' Kim_S8,1.0,Ty Murray_S8,1.0,1,1
8,10,4,1000,0.0,Ty Murray_S8,1.0,Ty Murray_S8,1.0,1,1
8,11,3,1000,0.0,Melissa Rycroft_S8,1.0,Melissa Rycroft_S8,1.0,1,1
9,1,16,1000,0.0,Macy Gray_S9,0.507,Macy Gray_S9,0.507,2,2
9,2,14,1000,0.0,Kathy Ireland_S9,1.0,Kathy Ireland_S9,1.0,1,1
9,3,13,1000,1.0,Tom DeLay_S9,1.0,Michael Irvin_S9,1.0,1,1
9,4,11,1000,1.0,Chuck Liddell_S9,1.0,Louie Vito_S9,0.583,1,2
9,5,10,1000,0.978,Natalie Coughlin_S9,0.978,Michael Irvin_S9,1.0,2,1
9,6,9,1000,1.0,Louie Vito_S9,0.528,Michael Irvin_S9,1.0,2,1
9,7,7,1000,0.01,Mark Dacascos_S9,0.99,Mark Dacascos_S9,1.0,2,1
9,8,5,1000,0.0,Aaron Carter_S9,1.0,Aaron Carter_S9,1.0,1,1
9,9,4,1000,0.447,Donny Osmond_S9,0.553,Donny Osmond_S9,1.0,2,1
9,10,3,1000,0.0,Kelly Osbourne_S9,1.0,Kelly Osbourne_S9,1.0,1,1
10,1,11,1000,0.0,Buzz Aldrin_S10,1.0,Buzz Aldrin_S10,1.0,1,1
10,2,11,1000,0.615,Shannen Doherty_S10,0.554,Buzz Aldrin_S10,1.0,5,1
10,3,10,1000,0.0,Buzz Aldrin_S10,1.0,Buzz Aldrin_S10,1.0,1,1
10,4,9,1000,1.0,Aiden Turner_S10,1.0,Kate Gosselin_S10,1.0,1,1
10,5,8,1000,0.0,Kate Gosselin_S10,1.0,Kate Gosselin_S10,1.0,1,1
10,6,7,1000,0.0,Jake Pavelka_S10,1.0,Jake Pavelka_S10,1.0,1,1
10,7,6,1000,0.768,Pamela Anderson_S10,0.768,Niecy Nash_S10,1.0,2,1
10,8,5,1000,0.0,Niecy Nash_S10,1.0,Niecy Nash_S10,1.0,1,1
10,9,4,1000,0.0,Chad Ochocinco_S10,1.0,Chad Ochocinco_S10,1.0,1,1
10,10,3,1000,0.569,Erin Andrews_S10,1.0,Evan Lysacek_S10,0.569,1,2
11,1,12,1000,0.0,David Hasselhoff_S11,1.0,David Hasselhoff_S11,1.0,1,1
11,2,11,1000,0.0,Michael Bolton_S11,1.0,Michael Bolton_S11,1.0,1,1
11,3,10,1000,0.0,Margaret Cho_S11,1.0,Margaret Cho_S11,1.0,1,1
11,4,9,1000,0.0,The Situation_S11,1.0,The Situation_S11,1.0,1,1
11,5,8,1000,0.941,Florence Henderson_S11,0.941,Bristol Palin_S11,1.0,2,1
11,6,7,1000,0.958,Bristol Palin_S11,0.546,Kurt Warner_S11,1.0,5,1
11,7,6,1000,0.722,Rick Fox_S11,0.589,Bristol Palin_S11,1.0,3,1
11,8,5,1000,0.909,Kurt Warner_S11,0.909,Bristol Palin_S11,1.0,2,1
11,9,4,1000,1.0,Brandy_S11,1.0,Bristol Palin_S11,1.0,1,1
11,10,3,1000,0.0,Bristol Palin_S11,1.0,Bristol Palin_S11,1.0,1,1
12,1,11,1000,0.02,Mike Catherwood_S12,0.98,Mike Catherwood_S12,1.0,3,1
12,2,11,1000,0.0,Mike Catherwood_S12,1.0,Mike Catherwood_S12,1.0,1,1
12,3,10,1000,0.0,Wendy Williams_S12,1.0,Wendy Williams_S12,1.0,1,1
12,4,9,1000,0.992,Sugar Ray Leonard_S12,0.992,Kendra Wilkinson_S12,1.0,2,1
12,5,8,1000,0.0,Petra Nemcova_S12,1.0,Petra Nemcova_S12,1.0,1,1
12,6,7,1000,0.0,Chris Jericho_S12,1.0,Chris Jericho_S12,1.0,1,1
12,7,6,1000,1.0,Kendra Wilkinson_S12,1.0,Romeo_S12,0.603,1,2
12,8,5,1000,0.908,Romeo_S12,0.908,Ralph Macchio_S12,1.0,2,1
12,9,4,1000,0.0,Ralph Macchio_S12,1.0,Ralph Macchio_S12,1.0,1,1
12,10,3,1000,0.013,Kirstie Alley_S12,0.987,Kirstie Alley_S12,1.0,2,1
13,1,12,1000,0.0,Metta World Peace (Ron)_S13,1.0,Metta World Peace (Ron)_S13,1.0,1,1
13,2,11,1000,0.756,Carson Kressley_S13,0.365,Chaz Bono_S13,1.0,5,1
13,3,10,1000,0.839,Carson Kressley_S13,0.405,Chaz Bono_S13,1.0,4,1
13,4,9,1000,0.825,Chynna Phillips_S13,0.825,Carson Kressley_S13,1.0,2,1
13,5,8,1000,0.0,Carson Kressley_S13,1.0,Carson Kressley_S13,1.0,1,1
13,6,7,1000,0.0,Chaz Bono_S13,1.0,Chaz Bono_S13,1.0,1,1
13,7,6,1000,1.0,David Arquette_S13,1.0,Nancy Grace_S13,1.0,1,1
13,8,5,1000,0.0,Nancy Grace_S13,1.0,Nancy Grace_S13,1.0,1,1
13,9,4,1000,0.0,Hope Solo_S13,1.0,Hope Solo_S13,1.0,1,1
13,10,3,1000,0.0,Ricki Lake_S13,1.0,Ricki Lake_S13,1.0,1,1
14,1,12,1000,0.283,Gavin DeGraw_S14,0.457,Gavin DeGraw_S14,0.577,9,3
14,2,12,1000,0.0,Martina Navratilova_S14,1.0,Martina Navratilova_S14,1.0,1,1
14,3,11,1000,0.0,Jack Wagner_S14,1.0,Jack Wagner_S14,1.0,1,1
14,4,10,1000,0.958,Sherri Sheperd_S14,0.958,Gladys Knight_S14,1.0,2,1
14,5,9,1000,0.0,Gavin DeGraw_S14,1.0,Gavin DeGraw_S14,1.0,1,1
14,6,8,1000,0.0,Gladys Knight_S14,1.0,Gladys Knight_S14,1.0,1,1
14,7,7,1000,1.0,Jaleel White_S14,1.0,Melissa Gilbert_S14,1.0,1,1
14,8,6,1000,0.0,Melissa Gilbert_S14,1.0,Melissa Gilbert_S14,1.0,1,1
14,9,4,1000,0.435,Katherine Jenkins_S14,0.565,Katherine Jenkins_S14,1.0,2,1
14,10,3,1000,0.002,William Levy_S14,0.998,William Levy_S14,1.0,2,1
15,1,13,1000,0.0,Pamela Anderson_S15,1.0,Pamela Anderson_S15,1.0,1,1
15,2,12,1000,0.872,Joey Fatone_S15,0.623,Bristol Palin_S15,1.0,4,1
15,3,11,1000,0.942,Drew Lachey_S15,0.942,Bristol Palin_S15,1.0,2,1
15,4,9,1000,1.0,Bristol Palin_S15,1.0,Kirstie Alley_S15,1.0,1,1
15,5,8,1000,0.635,Kirstie Alley_S15,0.411,Kelly Monaco_S15,1.0,6,1
15,6,8,1000,0.574,Emmitt Smith_S15,0.426,Emmitt Smith_S15,1.0,6,1
15,7,7,1000,0.363,Kirstie Alley_S15,0.637,Kirstie Alley_S15,1.0,5,1
15,8,7,1000,0.0,Kirstie Alley_S15,1.0,Kirstie Alley_S15,1.0,1,1
15,9,5,1000,0.0,Emmitt Smith_S15,1.0,Emmitt Smith_S15,1.0,1,1
15,10,3,1000,0.999,Kelly Monaco_S15,0.999,Shawn Johnson_S15,1.0,2,1
16,1,12,1000,0.621,Andy Dick_S16,0.618,D. L. Hughley_S16,1.0,5,1
16,2,12,1000,0.0,Dorothy Hamill_S16,1.0,Dorothy Hamill_S16,1.0,1,1
16,3,11,1000,0.0,Wynonna Judd_S16,1.0,Wynonna Judd_S16,1.0,1,1
16,4,10,1000,0.0,Lisa Vanderpump_S16,1.0,Lisa Vanderpump_S16,1.0,1,1
16,5,9,1000,0.0,D. L. Hughley_S16,1.0,D. L. Hughley_S16,1.0,1,1
16,6,8,1000,0.0,Victor Ortiz_S16,1.0,Victor Ortiz_S16,1.0,1,1
16,7,7,1000,0.0,Andy Dick_S16,1.0,Andy Dick_S16,1.0,1,1
16,8,6,1000,0.0,Sean Lowe_S16,1.0,Sean Lowe_S16,1.0,1,1
16,9,5,1000,0.0,Ingo Rademacher_S16,1.0,Ingo Rademacher_S16,1.0,1,1
16,10,4,1000,1.0,Alexandra Raisman_S16,1.0,Jacoby Jones_S16,1.0,1,1
17,1,12,1000,0.681,Bill Engvall_S17,0.652,Bill Nye_S17,1.0,7,1
17,2,12,1000,0.995,Keyshawn Johnson_S17,0.995,Bill Nye_S17,1.0,2,1
17,3,11,1000,0.0,Bill Nye_S17,1.0,Bill Nye_S17,1.0,1,1
17,4,10,1000,0.0,Valerie Harper_S17,1.0,Valerie Harper_S17,1.0,1,1
17,5,9,1000,0.864,Bill Engvall_S17,0.73,Leah Remini_S17,1.0,4,1
17,6,8,1000,0.041,Bill Engvall_S17,0.959,Bill Engvall_S17,1.0,4,1
17,7,8,1000,0.4,Bill Engvall_S17,0.6,Bill Engvall_S17,1.0,3,1
17,8,7,1000,0.635,Brant Daugherty_S17,0.635,Bill Engvall_S17,1.0,2,1
17,9,6,1000,0.686,Amber Riley_S17,0.575,Bill Engvall_S17,1.0,3,1
17,10,5,1000,0.763,Leah Remini_S17,0.763,Bill Engvall_S17,1.0,2,1
17,11,4,1000,0.0,Bill Engvall_S17,1.0,Bill Engvall_S17,1.0,1,1
18,1,12,1000,0.999,Diana Nyad_S18,0.999,Billy Dee Williams_S18,1.0,2,1
18,2,11,1000,0.0,Billy Dee Williams_S18,1.0,Billy Dee Williams_S18,1.0,1,1
18,3,9,1000,0.034,Drew Carey_S18,0.966,Drew Carey_S18,1.0,4,1
18,4,9,1000,0.849,Cody Simpson_S18,0.722,Candace Cameron Bure_S18,1.0,7,1
18,5,9,1000,1.0,Cody Simpson_S18,1.0,Drew Carey_S18,1.0,1,1
18,6,8,1000,0.0,Drew Carey_S18,1.0,Drew Carey_S18,1.0,1,1
18,7,7,1000,0.0,NeNe Leakes_S18,1.0,NeNe Leakes_S18,1.0,1,1
18,8,6,1000,0.873,Danica McKellar_S18,0.873,Candace Cameron Bure_S18,0.389,2,3
18,9,5,1000,0.714,Charlie White_S18,0.714,Candace Cameron Bure_S18,1.0,2,1
18,10,4,1000,0.261,Candace Cameron Bure_S18,0.739,Candace Cameron Bure_S18,1.0,2,1
19,1,13,1000,0.916,Lolo Jones_S19,0.916,Betsey Johnson_S19,1.0,2,1
19,2,12,1000,0.987,Tavis Smiley_S19,0.987,Michael Waltrip_S19,1.0,2,1
19,3,11,1000,0.0,Randy Couture_S19,1.0,Randy Couture_S19,1.0,1,1
19,4,10,1000,0.958,Tommy Chong_S19,0.614,Jonathan Bennett_S19,1.0,4,1
19,5,9,1000,0.975,Tommy Chong_S19,0.962,Michael Waltrip_S19,1.0,4,1
19,6,9,1000,0.442,Tommy Chong_S19,0.486,Tommy Chong_S19,0.868,4,2
19,7,8,1000,1.0,Antonio Sabato Jr._S19,1.0,Michael Waltrip_S19,1.0,1,1
19,8,7,1000,0.0,Michael Waltrip_S19,1.0,Michael Waltrip_S19,1.0,1,1
19,9,6,1000,1.0,Lea Thompson_S19,1.0,Tommy Chong_S19,1.0,1,1
19,10,5,1000,0.0,Tommy Chong_S19,1.0,Tommy Chong_S19,1.0,1,1
19,11,4,1000,0.0,Bethany Mota_S19,1.0,Bethany Mota_S19,1.0,1,1
20,1,12,1000,0.001,Charlotte McKinney_S20,0.988,Charlotte McKinney_S20,0.989,3,2
20,2,12,1000,0.998,Noah Galloway_S20,0.575,Chris Soules_S20,1.0,3,1
20,3,11,1000,0.0,Charlotte McKinney_S20,1.0,Charlotte McKinney_S20,1.0,1,1
20,4,10,1000,0.975,Michael Sam_S20,0.974,Chris Soules_S20,1.0,3,1
20,5,9,1000,0.418,Robert Herjavec_S20,0.582,Robert Herjavec_S20,1.0,4,1
20,6,8,1000,0.832,Patti LaBelle_S20,0.832,Robert Herjavec_S20,1.0,2,1
20,7,7,1000,0.284,Robert Herjavec_S20,0.613,Robert Herjavec_S20,0.87,6,2
20,8,6,1000,0.0,Robert Herjavec_S20,1.0,Robert Herjavec_S20,1.0,1,1
20,9,4,1000,0.011,Noah Galloway_S20,0.989,Noah Galloway_S20,1.0,3,1
20,10,3,1000,0.0,Noah Galloway_S20,1.0,Noah Galloway_S20,1.0,1,1
21,1,13,1000,0.844,Chaka Khan_S21,0.66,Kim Zolciak-Biermann_S21,1.0,7,1
21,2,13,1000,0.0,Chaka Khan_S21,1.0,Chaka Khan_S21,1.0,1,1
21,3,10,1000,0.589,Gary Busey_S21,0.417,Paula Deen_S21,1.0,6,1
21,4,10,1000,0.0,Gary Busey_S21,1.0,Gary Busey_S21,1.0,1,1
21,5,9,1000,0.698,Alek Skarlatos_S21,0.698,Paula Deen_S21,1.0,2,1
21,6,9,1000,0.0,Paula Deen_S21,1.0,Paula Deen_S21,1.0,1,1
21,7,8,1000,0.002,Alek Skarlatos_S21,0.998,Alek Skarlatos_S21,1.0,3,1
21,8,7,1000,0.0,Andy Grammer_S21,1.0,Andy Grammer_S21,1.0,1,1
21,9,6,1000,0.0,Tamar Braxton_S21,1.0,Tamar Braxton_S21,1.0,1,1
21,10,4,1000,1.0,Alek Skarlatos_S21,1.0,Nick Carter_S21,1.0,1,1
21,11,4,1000,0.0,Alek Skarlatos_S21,1.0,Alek Skarlatos_S21,1.0,1,1
22,1,12,1000,0.0,Geraldo Rivera_S22,1.0,Geraldo Rivera_S22,1.0,1,1
22,2,12,1000,0.0,Geraldo Rivera_S22,1.0,Geraldo Rivera_S22,1.0,1,1
22,3,11,1000,0.0,Mischa Barton_S22,1.0,Mischa Barton_S22,1.0,1,1
22,4,10,1000,0.994,Marla Maples_S22,0.988,Doug Flutie_S22,1.0,3,1
22,5,9,1000,0.76,Kim Fields_S22,0.315,Antonio Brown_S22,1.0,7,1
22,6,9,1000,0.0,Doug Flutie_S22,1.0,Doug Flutie_S22,1.0,1,1
22,7,8,1000,0.912,Kim Fields_S22,0.473,Jodie Sweetin_S22,1.0,3,1
22,8,6,1000,0.723,Antonio Brown_S22,0.392,Wanya Morris_S22,1.0,4,1
22,9,5,1000,0.0,Antonio Brown_S22,1.0,Antonio Brown_S22,1.0,1,1
22,10,3,1000,0.0,Ginger Zee_S22,1.0,Ginger Zee_S22,1.0,1,1
23,1,13,1000,0.0,Rick Perry_S23,1.0,Rick Perry_S23,1.0,1,1
23,2,13,1000,0.411,Rick Perry_S23,0.589,Rick Perry_S23,1.0,2,1
23,3,12,1000,0.0,Rick Perry_S23,1.0,Rick Perry_S23,1.0,1,1
23,4,11,1000,0.0,Babyface_S23,1.0,Babyface_S23,1.0,1,1
23,5,9,1000,0.012,Amber Rose_S23,0.958,Amber Rose_S23,0.959,6,4
23,6,9,1000,0.0,Amber Rose_S23,1.0,Amber Rose_S23,1.0,1,1
23,7,8,1000,0.867,Maureen McCormick_S23,0.867,Marilu Henner_S23,1.0,2,1
23,8,7,1000,0.871,Ryan Lochte_S23,0.871,Marilu Henner_S23,1.0,2,1
23,9,6,1000,0.0,Marilu Henner_S23,1.0,Marilu Henner_S23,1.0,1,1
23,10,5,1000,0.183,Calvin Johnson Jr._S23,0.817,Calvin Johnson Jr._S23,1.0,3,1
23,11,4,1000,0.007,Jana Kramer_S23,0.993,Jana Kramer_S23,1.0,2,1
24,1,12,1000,0.193,Chris Kattan_S24,0.807,Chris Kattan_S24,1.0,5,1
24,2,12,1000,0.0,Chris Kattan_S24,1.0,Chris Kattan_S24,1.0,1,1
24,3,11,1000,0.0,Charo_S24,1.0,Charo_S24,1.0,1,1
24,4,10,1000,0.0,Mr. T_S24,1.0,Mr. T_S24,1.0,1,1
24,5,9,1000,0.906,Erika Jayne_S24,0.836,David Ross_S24,1.0,3,1
24,6,8,1000,0.72,Nick Viall_S24,0.28,Nick Viall_S24,1.0,6,1
24,7,7,1000,0.95,Nancy Kerrigan_S24,0.836,Bonner Bolton_S24,1.0,4,1
24,8,5,1000,0.0,Bonner Bolton_S24,1.0,Bonner Bolton_S24,1.0,1,1
24,9,4,1000,0.351,David Ross_S24,0.649,David Ross_S24,1.0,2,1
24,10,3,1000,0.034,David Ross_S24,0.966,David Ross_S24,1.0,2,1
25,1,13,1000,0.0,Barbara Corcoran_S25,1.0,Barbara Corcoran_S25,1.0,1,1
25,2,13,1000,0.0,Barbara Corcoran_S25,1.0,Barbara Corcoran_S25,1.0,1,1
25,3,11,1000,0.061,Sasha Pieterse_S25,0.939,Sasha Pieterse_S25,1.0,8,1
25,4,11,1000,1.0,Derek Fisher_S25,1.0,Nick Lachey_S25,1.0,1,1
25,5,10,1000,0.931,Sasha Pieterse_S25,0.931,Nick Lachey_S25,1.0,2,1
25,6,9,1000,0.0,Nick Lachey_S25,1.0,Nick Lachey_S25,1.0,1,1
25,7,8,1000,0.0,Nikki Bella_S25,1.0,Nikki Bella_S25,1.0,1,1
25,8,6,1000,0.799,Terrell Owens_S25,0.799,Drew Scott_S25,1.0,2,1
25,9,5,1000,0.747,Victoria Arlen_S25,0.611,Drew Scott_S25,1.0,3,1
25,10,4,1000,0.0,Drew Scott_S25,1.0,Drew Scott_S25,1.0,1,1
26,1,10,1000,1.0,Jamie Anderson_S26,0.66,Kareem Abdul-Jabbar_S26,1.0,2,1
26,2,8,1000,0.0,Kareem Abdul-Jabbar_S26,1.0,Kareem Abdul-Jabbar_S26,1.0,1,1
26,3,6,1000,0.849,Chris Mazdzer_S26,0.849,Jennie Finch Daigle_S26,1.0,2,1
26,4,3,1000,0.0,Tonya Harding_S26,1.0,Tonya Harding_S26,1.0,1,1
27,1,13,1000,1.0,Nikki Glaser_S27,1.0,Joe Amabile_S27,1.0,1,1
27,2,12,1000,1.0,Danelle Umstead_S27,1.0,Joe Amabile_S27,1.0,1,1
27,3,11,1000,0.977,Nancy McKeon_S27,0.965,Joe Amabile_S27,1.0,3,1
27,4,10,1000,0.989,Bobby Bones_S27,0.896,Joe Amabile_S27,1.0,5,1
27,5,9,1000,0.999,Bobby Bones_S27,0.999,Joe Amabile_S27,1.0,2,1
27,6,9,1000,0.934,Bobby Bones_S27,0.516,John Schneider_S27,1.0,4,1
27,7,8,1000,0.989,DeMarcus Ware_S27,0.989,Joe Amabile_S27,1.0,2,1
27,8,6,1000,0.888,Joe Amabile_S27,0.888,Bobby Bones_S27,1.0,2,1
27,9,4,1000,1.0,Alexis Ren_S27,1.0,Bobby Bones_S27,1.0,1,1
28,1,12,1000,0.981,Sean Spicer_S28,0.965,Lamar Odom_S28,1.0,6,1
28,2,12,1000,0.986,Mary Wilson_S28,0.854,Lamar Odom_S28,1.0,5,1
28,3,10,1000,0.952,Sean Spicer_S28,0.934,Lamar Odom_S28,1.0,4,1
28,4,10,1000,0.232,Lamar Odom_S28,0.768,Lamar Odom_S28,1.0,2,1
28,5,9,1000,0.032,Sean Spicer_S28,0.968,Sean Spicer_S28,1.0,4,1
28,6,9,1000,0.0,Sean Spicer_S28,1.0,Sean Spicer_S28,1.0,1,1
28,7,8,1000,0.363,Sean Spicer_S28,0.637,Sean Spicer_S28,1.0,2,1
28,8,7,1000,0.325,Sean Spicer_S28,0.675,Sean Spicer_S28,1.0,2,1
28,9,6,1000,0.0,Sean Spicer_S28,1.0,Sean Spicer_S28,1.0,1,1
28,10,5,1000,0.093,James Van Der Beek_S28,0.907,James Van Der Beek_S28,1.0,5,1
28,11,4,1000,0.0,Lauren Alaina_S28,1.0,Lauren Alaina_S28,1.0,1,1
29,1,15,1000,0.397,Carole Baskin_S29,0.603,Carole Baskin_S29,1.0,6,1
29,2,15,1000,0.0,Charles Oakley_S29,1.0,Charles Oakley_S29,1.0,1,1
29,3,14,1000,0.0,Carole Baskin_S29,1.0,Carole Baskin_S29,1.0,1,1
29,4,13,1000,0.002,Anne Heche_S29,0.998,Anne Heche_S29,1.0,3,1
29,5,12,1000,0.0,Jesse Metcalfe_S29,1.0,Jesse Metcalfe_S29,1.0,1,1
29,6,11,1000,0.922,Veron Davis_S29,0.922,Skai Jackson_S29,1.0,2,1
29,7,10,1000,0.522,Monica Aldama_S29,0.478,Monica Aldama_S29,1.0,6,1
29,8,8,1000,0.954,Chrishell Stause_S29,0.95,Nelly_S29,1.0,3,1
29,9,7,1000,0.998,AJ McLean_S29,0.998,Nelly_S29,1.0,2,1
29,10,6,1000,0.65,Nelly_S29,0.35,Nelly_S29,1.0,4,1
29,11,4,1000,0.364,Nelly_S29,0.636,Nelly_S29,1.0,2,1
30,1,15,1000,0.363,Martin Kove_S30,0.637,Martin Kove_S30,1.0,4,1
30,2,15,1000,0.0,Martin Kove_S30,1.0,Martin Kove_S30,1.0,1,1
30,3,14,1000,0.198,Cody Rigsby_S30,0.802,Cody Rigsby_S30,1.0,6,1
30,4,13,1000,0.434,Brian Austin Green_S30,0.566,Brian Austin Green_S30,1.0,3,1
30,5,11,1000,0.999,Cody Rigsby_S30,0.997,Iman Shumpert_S30,1.0,3,1
