contestant_id,celebrity_name,season,week,total_score,avg_score,judge_count,min_score,max_score,week_rank,prev_week_score,cumulative_avg,score_change,deviation_from_avg
Ally Brooke_S28,Ally Brooke,28,6,25.0,8.333333333333334,3,8.0,9.0,7,27.0,24.0,-2.0,1.0
Ally Brooke_S28,Ally Brooke,28,7,27.0,9.0,3,9.0,9.0,1,25.0,24.428571428571427,2.0,2.571428571428573
Ally Brooke_S28,Ally Brooke,28,8,30.0,10.0,3,10.0,10.0,3,27.0,25.125,3.0,4.875
Ally Brooke_S28,Ally Brooke,28,9,40.0,10.0,4,10.0,10.0,1,30.0,26.77777777777778,10.0,13.222222222222221
Ally Brooke_S28,Ally Brooke,28,10,29.5,9.833333333333334,3,9.5,10.0,1,40.0,27.05,-10.5,2.4499999999999993
Ally Brooke_S28,Ally Brooke,28,11,30.0,10.0,3,10.0,10.0,1,29.5,27.318181818181817,0.5,2.6818181818181834
Alyson Hannigan_S32,Alyson Hannigan,32,1,13.0,4.333333333333333,3,4.0,5.0,11,,13.0,,0.0
Alyson Hannigan_S32,Alyson Hannigan,32,2,19.0,6.333333333333333,3,6.0,7.0,6,13.0,16.0,6.0,3.0
Alyson Hannigan_S32,Alyson Hannigan,32,3,24.0,6.0,4,6.0,6.0,9,19.0,18.666666666666668,5.0,5.333333333333332
Alyson Hannigan_S32,Alyson Hannigan,32,4,18.0,6.0,3,6.0,6.0,11,24.0,18.5,-6.0,-0.5
Alyson Hannigan_S32,Alyson Hannigan,32,5,21.0,7.0,3,7.0,7.0,9,18.0,19.0,3.0,2.0
Alyson Hannigan_S32,Alyson Hannigan,32,6,31.0,7.75,4,7.5,8.5,8,21.0,21.0,10.0,10.0
Alyson Hannigan_S32,Alyson Hannigan,32,7,35.0,8.75,4,8.5,9.5,6,31.0,23.0,4.0,12.0
Alyson Hannigan_S32,Alyson Hannigan,32,8,36.0,9.0,4,8.75,9.75,4,35.0,24.625,1.0,11.375
Alyson Hannigan_S32,Alyson Hannigan,32,9,32.0,8.0,4,7.75,8.75,5,36.0,25.444444444444443,-4.0,6.555555555555557
Alyson Hannigan_S32,Alyson Hannigan,32,10,25.5,8.5,3,8.5,8.5,5,32.0,25.45,-6.5,0.05000000000000071
Alyson Hannigan_S32,Alyson Hannigan,32,11,26.5,8.833333333333334,3,8.5,9.0,5,25.5,25.545454545454547,1.0,0.9545454545454533
Amanda Kloots_S30,Amanda Kloots,30,1,28.0,7.0,4,7.0,7.0,2,,28.0,,0.0
Amanda Kloots_S30,Amanda Kloots,30,2,32.0,8.0,4,8.0,8.0,1,28.0,30.0,4.0,2.0
Amanda Kloots_S30,Amanda Kloots,30,3,24.0,8.0,3,8.0,8.0,3,32.0,28.0,-8.0,-4.0
Amanda Kloots_S30,Amanda Kloots,30,4,34.0,8.5,4,8.5,8.5,5,24.0,29.5,10.0,4.5
Amanda Kloots_S30,Amanda Kloots,30,5,39.0,9.75,4,9.0,10.0,2,34.0,31.4,5.0,7.600000000000001
Amanda Kloots_S30,Amanda Kloots,30,6,38.0,9.5,4,9.0,10.0,3,39.0,32.5,-1.0,5.5
Amanda Kloots_S30,Amanda Kloots,30,7,34.0,8.5,4,8.25,9.25,6,38.0,32.714285714285715,-4.0,1.2857142857142847
Amanda Kloots_S30,Amanda Kloots,30,8,42.0,10.5,4,10.5,10.5,2,34.0,33.875,8.0,8.125
Amanda Kloots_S30,Amanda Kloots,30,9,39.5,9.875,4,9.5,10.0,2,42.0,34.5,-2.5,5.0
Amanda Kloots_S30,Amanda Kloots,30,10,39.0,9.75,4,9.5,10.0,3,39.5,34.95,-0.5,4.049999999999997
Amber Riley_S17,Amber Riley,17,1,27.0,9.0,3,9.0,9.0,1,,27.0,,0.0
Amber Riley_S17,Amber Riley,17,2,24.0,8.0,3,8.0,8.0,4,27.0,25.5,-3.0,-1.5
Amber Riley_S17,Amber Riley,17,3,24.0,8.0,3,8.0,8.0,7,24.0,25.0,0.0,-1.0
Amber Riley_S17,Amber Riley,17,4,27.0,9.0,3,9.0,9.0,1,24.0,25.5,3.0,1.5
Amber Riley_S17,Amber Riley,17,5,26.0,8.666666666666666,3,7.0,10.0,7,27.0,25.6,-1.0,0.3999999999999986
Amber Riley_S17,Amber Riley,17,6,31.999899999999997,10.666633333333332,3,9.3333,11.3333,1,26.0,26.66665,5.999899999999997,5.333249999999996
Amber Riley_S17,Amber Riley,17,7,29.5,9.833333333333334,3,9.5,10.0,2,31.999899999999997,27.071414285714287,-2.4998999999999967,2.4285857142857132
Amber Riley_S17,Amber Riley,17,8,28.0,9.333333333333334,3,9.0,10.0,3,29.5,27.1874875,-1.5,0.8125125000000004
Amber Riley_S17,Amber Riley,17,9,25.5,8.5,3,8.5,8.5,5,28.0,26.99998888888889,-2.5,-1.4999888888888897
Amber Riley_S17,Amber Riley,17,10,39.5,9.875,4,9.5,10.0,1,25.5,28.249990000000004,14.0,11.250009999999996
Amber Riley_S17,Amber Riley,17,11,31.333199999999998,10.4444,3,10.4444,10.4444,1,39.5,28.53028181818182,-8.166800000000002,2.8029181818181783
Amber Rose_S23,Amber Rose,23,1,24.0,6.0,4,6.0,6.0,9,,24.0,,0.0
Amber Rose_S23,Amber Rose,23,2,24.0,6.0,4,6.0,6.0,12,24.0,24.0,0.0,0.0
Amber Rose_S23,Amber Rose,23,3,25.0,6.25,4,6.0,7.0,8,24.0,24.333333333333332,1.0,0.6666666666666679
Amber Rose_S23,Amber Rose,23,4,24.0,8.0,3,8.0,8.0,4,25.0,24.25,-1.0,-0.25
Amber Rose_S23,Amber Rose,23,5,24.0,8.0,3,8.0,8.0,8,24.0,24.2,0.0,-0.1999999999999993
Amber Rose_S23,Amber Rose,23,6,28.0,7.0,4,7.0,7.0,9,24.0,24.833333333333332,4.0,3.166666666666668
Amy Purdy_S18,Amy Purdy,18,1,24.0,8.0,3,8.0,8.0,3,,24.0,,0.0
Amy Purdy_S18,Amy Purdy,18,2,24.0,8.0,3,8.0,8.0,4,24.0,24.0,0.0,0.0
Amy Purdy_S18,Amy Purdy,18,3,36.0,9.0,4,9.0,9.0,3,24.0,28.0,12.0,8.0
Amy Purdy_S18,Amy Purdy,18,4,34.0,8.5,4,8.0,9.0,3,36.0,29.5,-2.0,4.5
Amy Purdy_S18,Amy Purdy,18,5,37.0,9.25,4,9.0,10.0,3,34.0,31.0,3.0,6.0
Amy Purdy_S18,Amy Purdy,18,6,38.0,9.5,4,9.0,10.0,2,37.0,32.166666666666664,1.0,5.833333333333336
Amy Purdy_S18,Amy Purdy,18,7,37.5,9.375,4,9.0,9.5,2,38.0,32.92857142857143,-0.5,4.571428571428569
Amy Purdy_S18,Amy Purdy,18,8,40.0,10.0,4,10.0,10.0,2,37.5,33.8125,2.5,6.1875
Amy Purdy_S18,Amy Purdy,18,9,39.0,9.75,4,9.5,10.0,2,40.0,34.388888888888886,-1.0,4.611111111111114
Amy Purdy_S18,Amy Purdy,18,10,29.666600000000003,9.888866666666667,3,9.6666,10.0,2,39.0,33.91666,-9.333399999999997,-4.250059999999998
Andy Dick_S16,Andy Dick,16,1,17.0,5.666666666666667,3,5.0,6.0,11,,17.0,,0.0
Andy Dick_S16,Andy Dick,16,2,20.0,6.666666666666667,3,6.0,7.0,5,17.0,18.5,3.0,1.5
Andy Dick_S16,Andy Dick,16,3,18.0,6.0,3,6.0,6.0,9,20.0,18.333333333333332,-2.0,-0.33333333333333215
Andy Dick_S16,Andy Dick,16,4,21.0,7.0,3,7.0,7.0,6,18.0,19.0,3.0,2.0
Andy Dick_S16,Andy Dick,16,5,18.0,6.0,3,6.0,6.0,9,21.0,18.8,-3.0,-0.8000000000000007
Andy Dick_S16,Andy Dick,16,6,21.5,7.166666666666667,3,7.0,7.5,7,18.0,19.25,3.5,2.25
Andy Dick_S16,Andy Dick,16,7,17.0,5.666666666666667,3,5.0,6.0,7,21.5,18.928571428571427,-4.5,-1.928571428571427
Andy Grammer_S21,Andy Grammer,21,1,21.0,7.0,3,7.0,7.0,7,,21.0,,0.0
Andy Grammer_S21,Andy Grammer,21,2,22.0,7.333333333333333,3,7.0,7.5,8,21.0,21.5,1.0,0.5
Andy Grammer_S21,Andy Grammer,21,3,29.0,7.25,4,7.0,8.0,8,22.0,24.0,7.0,5.0
Andy Grammer_S21,Andy Grammer,21,4,23.0,7.666666666666667,3,7.0,8.0,7,29.0,23.75,-6.0,-0.75
Andy Grammer_S21,Andy Grammer,21,5,36.0,9.0,4,9.0,9.0,4,23.0,26.2,13.0,9.8
Andy Grammer_S21,Andy Grammer,21,6,40.0,10.0,4,10.0,10.0,2,36.0,28.5,4.0,11.5
Andy Grammer_S21,Andy Grammer,21,7,28.0,9.333333333333334,3,9.0,9.5,3,40.0,28.428571428571427,-12.0,-0.42857142857142705
Andy Grammer_S21,Andy Grammer,21,8,23.9998,7.999933333333334,3,7.6666,8.6666,7,28.0,27.874975,-4.0001999999999995,-3.8751749999999987
Andy Richter_S34,Andy Richter,34,1,9.0,4.5,2,4.0,5.0,13,,9.0,,0.0
Andy Richter_S34,Andy Richter,34,2,16.0,5.333333333333333,3,5.0,6.0,13,9.0,12.5,7.0,3.5
Andy Richter_S34,Andy Richter,34,3,18.0,6.0,3,6.0,6.0,12,16.0,14.333333333333334,2.0,3.666666666666666
Andy Richter_S34,Andy Richter,34,4,18.0,6.0,3,6.0,6.0,11,18.0,15.25,0.0,2.75
Andy Richter_S34,Andy Richter,34,5,24.0,6.0,4,6.0,6.0,10,18.0,17.0,6.0,7.0
Andy Richter_S34,Andy Richter,34,6,27.0,6.75,4,6.0,7.0,10,24.0,18.666666666666668,3.0,8.333333333333332
Andy Richter_S34,Andy Richter,34,7,29.0,7.25,4,7.25,7.25,9,27.0,20.142857142857142,2.0,8.857142857142858
Andy Richter_S34,Andy Richter,34,8,34.0,8.5,4,8.0,9.5,8,29.0,21.875,5.0,12.125
Andy Richter_S34,Andy Richter,34,9,29.0,7.25,4,7.0,8.0,7,34.0,22.666666666666668,-5.0,6.333333333333332
Anna Delvey_S33,Anna Delvey,33,1,18.0,6.0,3,6.0,6.0,10,,18.0,,0.0
Anna Delvey_S33,Anna Delvey,33,2,17.0,5.666666666666667,3,5.0,6.0,11,18.0,17.5,-1.0,-0.5
Anne Heche_S29,Anne Heche,29,1,18.0,6.0,3,6.0,6.0,6,,18.0,,0.0
Anne Heche_S29,Anne Heche,29,2,18.0,6.0,3,6.0,6.0,6,18.0,18.0,0.0,0.0
Anne Heche_S29,Anne Heche,29,3,15.0,5.0,3,5.0,5.0,13,18.0,17.0,-3.0,-2.0
Anne Heche_S29,Anne Heche,29,4,21.0,7.0,3,7.0,7.0,11,15.0,18.0,6.0,3.0
Antonio Brown_S22,Antonio Brown,22,1,21.0,7.0,3,6.0,8.0,5,,21.0,,0.0
Antonio Brown_S22,Antonio Brown,22,2,19.0,6.333333333333333,3,6.0,7.0,10,21.0,20.0,-2.0,-1.0
Antonio Brown_S22,Antonio Brown,22,3,20.0,6.666666666666667,3,6.0,7.0,10,19.0,20.0,1.0,0.0
Antonio Brown_S22,Antonio Brown,22,4,35.0,8.75,4,8.0,9.0,4,20.0,23.75,15.0,11.25
Antonio Brown_S22,Antonio Brown,22,5,26.0,6.5,4,6.0,7.0,9,35.0,24.2,-9.0,1.8000000000000007
Antonio Brown_S22,Antonio Brown,22,6,27.0,9.0,3,9.0,9.0,3,26.0,24.666666666666668,1.0,2.333333333333332
Antonio Brown_S22,Antonio Brown,22,7,26.0,8.666666666666666,3,8.5,9.0,7,27.0,24.857142857142858,-1.0,1.1428571428571423
Antonio Brown_S22,Antonio Brown,22,8,27.0,9.0,3,9.0,9.0,5,26.0,25.125,1.0,1.875
Antonio Brown_S22,Antonio Brown,22,9,27.5,9.166666666666666,3,9.0,9.5,5,27.0,25.38888888888889,0.5,2.1111111111111107
Antonio Sabato Jr._S19,Antonio Sabato Jr.,19,1,25.0,6.25,4,6.0,7.0,11,,25.0,,0.0
Antonio Sabato Jr._S19,Antonio Sabato Jr.,19,2,31.0,7.75,4,7.0,8.0,5,25.0,28.0,6.0,3.0
Antonio Sabato Jr._S19,Antonio Sabato Jr.,19,3,29.0,7.25,4,7.0,8.0,9,31.0,28.333333333333332,-2.0,0.6666666666666679
Antonio Sabato Jr._S19,Antonio Sabato Jr.,19,4,29.0,7.25,4,7.0,8.0,6,29.0,28.5,0.0,0.5
Antonio Sabato Jr._S19,Antonio Sabato Jr.,19,5,28.0,7.0,4,6.0,8.0,6,29.0,28.4,-1.0,-0.3999999999999986
Antonio Sabato Jr._S19,Antonio Sabato Jr.,19,6,28.0,7.0,4,7.0,7.0,8,28.0,28.333333333333332,0.0,-0.33333333333333215
Antonio Sabato Jr._S19,Antonio Sabato Jr.,19,7,29.5,7.375,4,7.0,7.5,7,28.0,28.5,1.5,1.0
Apolo Anton Ohno_S15,Apolo Anton Ohno,15,1,22.0,7.333333333333333,3,7.0,7.5,5,,22.0,,0.0
Apolo Anton Ohno_S15,Apolo Anton Ohno,15,2,24.5,8.166666666666666,3,8.0,8.5,4,22.0,23.25,2.5,1.25
Apolo Anton Ohno_S15,Apolo Anton Ohno,15,3,25.5,8.5,3,8.0,9.0,4,24.5,24.0,1.0,1.5
Apolo Anton Ohno_S15,Apolo Anton Ohno,15,4,34.5,8.625,4,8.5,9.0,7,25.5,26.625,9.0,7.875
Apolo Anton Ohno_S15,Apolo Anton Ohno,15,5,28.25,9.416666666666666,3,9.0,9.75,3,34.5,26.95,-6.25,1.3000000000000007
Apolo Anton Ohno_S15,Apolo Anton Ohno,15,6,30.0,10.0,3,10.0,10.0,2,28.25,27.458333333333332,1.75,2.541666666666668
Apolo Anton Ohno_S15,Apolo Anton Ohno,15,7,33.0,11.0,3,11.0,11.0,6,30.0,28.25,3.0,4.75
Apolo Anton Ohno_S15,Apolo Anton Ohno,15,8,29.2777,9.759233333333333,3,9.5,10.0,3,33.0,28.3784625,-3.7223000000000006,0.8992374999999981
Apolo Anton Ohno_S15,Apolo Anton Ohno,15,9,28.610999999999997,9.536999999999999,3,9.3333,9.7777,3,29.2777,28.4043,-0.6667000000000023,0.20669999999999789
Apolo Anton Ohno_S4,Apolo Anton Ohno,4,1,21.0,7.0,3,7.0,7.0,3,,21.0,,0.0
Apolo Anton Ohno_S4,Apolo Anton Ohno,4,2,26.0,8.666666666666666,3,8.0,9.0,2,21.0,23.5,5.0,2.5
