contestant_id,celebrity_name,season,week,judge,score
Trista Sutter_S1,Trista Sutter,1,3,3,0.0
Trista Sutter_S1,Trista Sutter,1,4,1,0.0
Trista Sutter_S1,Trista Sutter,1,4,2,0.0
Trista Sutter_S1,Trista Sutter,1,4,3,0.0
Trista Sutter_S1,Trista Sutter,1,5,1,0.0
Trista Sutter_S1,Trista Sutter,1,5,2,0.0
Trista Sutter_S1,Trista Sutter,1,5,3,0.0
Trista Sutter_S1,Trista Sutter,1,6,1,0.0
Trista Sutter_S1,Trista Sutter,1,6,2,0.0
Trista Sutter_S1,Trista Sutter,1,6,3,0.0
Tatum O'Neal_S2,Tatum O'Neal,2,1,1,7.0
Tatum O'Neal_S2,Tatum O'Neal,2,1,2,8.0
Tatum O'Neal_S2,Tatum O'Neal,2,1,3,8.0
Tatum O'Neal_S2,Tatum O'Neal,2,2,1,5.0
Tatum O'Neal_S2,Tatum O'Neal,2,2,2,6.0
Tatum O'Neal_S2,Tatum O'Neal,2,2,3,6.0
Tatum O'Neal_S2,Tatum O'Neal,2,3,1,0.0
Tatum O'Neal_S2,Tatum O'Neal,2,3,2,0.0
Tatum O'Neal_S2,Tatum O'Neal,2,3,3,0.0
Tatum O'Neal_S2,Tatum O'Neal,2,4,1,0.0
Tatum O'Neal_S2,Tatum O'Neal,2,4,2,0.0
Tatum O'Neal_S2,Tatum O'Neal,2,4,3,0.0
Tatum O'Neal_S2,Tatum O'Neal,2,5,1,0.0
Tatum O'Neal_S2,Tatum O'Neal,2,5,2,0.0
Tatum O'Neal_S2,Tatum O'Neal,2,5,3,0.0
Tatum O'Neal_S2,Tatum O'Neal,2,6,1,0.0
Tatum O'Neal_S2,Tatum O'Neal,2,6,2,0.0
Tatum O'Neal_S2,Tatum O'Neal,2,6,3,0.0
Tatum O'Neal_S2,Tatum O'Neal,2,7,1,0.0
Tatum O'Neal_S2,Tatum O'Neal,2,7,2,0.0
Tatum O'Neal_S2,Tatum O'Neal,2,7,3,0.0
Tatum O'Neal_S2,Tatum O'Neal,2,8,1,0.0
Tatum O'Neal_S2,Tatum O'Neal,2,8,2,0.0
Tatum O'Neal_S2,Tatum O'Neal,2,8,3,0.0
Tia Carrere_S2,Tia Carrere,2,1,1,6.0
Tia Carrere_S2,Tia Carrere,2,1,2,7.0
Tia Carrere_S2,Tia Carrere,2,1,3,7.0
Tia Carrere_S2,Tia Carrere,2,2,1,7.0
Tia Carrere_S2,Tia Carrere,2,2,2,8.0
Tia Carrere_S2,Tia Carrere,2,2,3,7.0
Tia Carrere_S2,Tia Carrere,2,3,1,9.0
Tia Carrere_S2,Tia Carrere,2,3,2,8.0
Tia Carrere_S2,Tia Carrere,2,3,3,9.0
Tia Carrere_S2,Tia Carrere,2,4,1,9.0
Tia Carrere_S2,Tia Carrere,2,4,2,8.0
Tia Carrere_S2,Tia Carrere,2,4,3,8.0
Tia Carrere_S2,Tia Carrere,2,5,1,7.0
Tia Carrere_S2,Tia Carrere,2,5,2,7.0
Tia Carrere_S2,Tia Carrere,2,5,3,8.0
Tia Carrere_S2,Tia Carrere,2,6,1,0.0
Tia Carrere_S2,Tia Carrere,2,6,2,0.0
Tia Carrere_S2,Tia Carrere,2,6,3,0.0
Tia Carrere_S2,Tia Carrere,2,7,1,0.0
Tia Carrere_S2,Tia Carrere,2,7,2,0.0
Tia Carrere_S2,Tia Carrere,2,7,3,0.0
Tia Carrere_S2,Tia Carrere,2,8,1,0.0
Tia Carrere_S2,Tia Carrere,2,8,2,0.0
Tia Carrere_S2,Tia Carrere,2,8,3,0.0
George Hamilton_S2,George Hamilton,2,1,1,7.0
George Hamilton_S2,George Hamilton,2,1,2,5.0
George Hamilton_S2,George Hamilton,2,1,3,6.0
George Hamilton_S2,George Hamilton,2,2,1,8.0
George Hamilton_S2,George Hamilton,2,2,2,7.0
George Hamilton_S2,George Hamilton,2,2,3,7.0
George Hamilton_S2,George Hamilton,2,3,1,7.0
George Hamilton_S2,George Hamilton,2,3,2,7.0
George Hamilton_S2,George Hamilton,2,3,3,8.0
George Hamilton_S2,George Hamilton,2,4,1,7.0
George Hamilton_S2,George Hamilton,2,4,2,7.0
George Hamilton_S2,George Hamilton,2,4,3,7.0
George Hamilton_S2,George Hamilton,2,5,1,8.0
George Hamilton_S2,George Hamilton,2,5,2,8.0
George Hamilton_S2,George Hamilton,2,5,3,8.0
George Hamilton_S2,George Hamilton,2,6,1,8.0
George Hamilton_S2,George Hamilton,2,6,2,7.0
George Hamilton_S2,George Hamilton,2,6,3,8.0
George Hamilton_S2,George Hamilton,2,7,1,0.0
George Hamilton_S2,George Hamilton,2,7,2,0.0
George Hamilton_S2,George Hamilton,2,7,3,0.0
George Hamilton_S2,George Hamilton,2,8,1,0.0
George Hamilton_S2,George Hamilton,2,8,2,0.0
George Hamilton_S2,George Hamilton,2,8,3,0.0
Lisa Rinna_S2,Lisa Rinna,2,1,1,5.0
Lisa Rinna_S2,Lisa Rinna,2,1,2,7.0
Lisa Rinna_S2,Lisa Rinna,2,1,3,7.0
Lisa Rinna_S2,Lisa Rinna,2,2,1,6.0
Lisa Rinna_S2,Lisa Rinna,2,2,2,7.0
Lisa Rinna_S2,Lisa Rinna,2,2,3,7.0
Lisa Rinna_S2,Lisa Rinna,2,3,1,8.0
Lisa Rinna_S2,Lisa Rinna,2,3,2,8.0
Lisa Rinna_S2,Lisa Rinna,2,3,3,9.0
Lisa Rinna_S2,Lisa Rinna,2,4,1,9.0
Lisa Rinna_S2,Lisa Rinna,2,4,2,9.0
Lisa Rinna_S2,Lisa Rinna,2,4,3,8.0
Lisa Rinna_S2,Lisa Rinna,2,5,1,7.0
Lisa Rinna_S2,Lisa Rinna,2,5,2,9.0
Lisa Rinna_S2,Lisa Rinna,2,5,3,9.0
Lisa Rinna_S2,Lisa Rinna,2,6,1,9.0
Lisa Rinna_S2,Lisa Rinna,2,6,2,9.0
Lisa Rinna_S2,Lisa Rinna,2,6,3,9.0
Lisa Rinna_S2,Lisa Rinna,2,7,1,8.5
Lisa Rinna_S2,Lisa Rinna,2,7,2,9.0
Lisa Rinna_S2,Lisa Rinna,2,7,3,9.0
Lisa Rinna_S2,Lisa Rinna,2,8,1,0.0
Lisa Rinna_S2,Lisa Rinna,2,8,2,0.0
Lisa Rinna_S2,Lisa Rinna,2,8,3,0.0
Stacy Keibler_S2,Stacy Keibler,2,1,1,8.0
Stacy Keibler_S2,Stacy Keibler,2,1,2,6.0
Stacy Keibler_S2,Stacy Keibler,2,1,3,8.0
Stacy Keibler_S2,Stacy Keibler,2,2,1,9.0
Stacy Keibler_S2,Stacy Keibler,2,2,2,10.0
Stacy Keibler_S2,Stacy Keibler,2,2,3,10.0
Stacy Keibler_S2,Stacy Keibler,2,3,1,9.0
Stacy Keibler_S2,Stacy Keibler,2,3,2,9.0
Stacy Keibler_S2,Stacy Keibler,2,3,3,9.0
Stacy Keibler_S2,Stacy Keibler,2,4,1,8.0
Stacy Keibler_S2,Stacy Keibler,2,4,2,9.0
Stacy Keibler_S2,Stacy Keibler,2,4,3,9.0
Stacy Keibler_S2,Stacy Keibler,2,5,1,10.0
Stacy Keibler_S2,Stacy Keibler,2,5,2,10.0
Stacy Keibler_S2,Stacy Keibler,2,5,3,10.0
Stacy Keibler_S2,Stacy Keibler,2,6,1,10.0
Stacy Keibler_S2,Stacy Keibler,2,6,2,10.0
Stacy Keibler_S2,Stacy Keibler,2,6,3,10.0
Stacy Keibler_S2,Stacy Keibler,2,7,1,9.0
Stacy Keibler_S2,Stacy Keibler,2,7,2,9.0
Stacy Keibler_S2,Stacy Keibler,2,7,3,9.5
Stacy Keibler_S2,Stacy Keibler,2,8,1,9.3333
Stacy Keibler_S2,Stacy Keibler,2,8,2,9.6666
Stacy Keibler_S2,Stacy Keibler,2,8,3,9.6666
Jerry Rice_S2,Jerry Rice,2,1,1,7.0
Jerry Rice_S2,Jerry Rice,2,1,2,7.0
Jerry Rice_S2,Jerry Rice,2,1,3,7.0
Jerry Rice_S2,Jerry Rice,2,2,1,7.0
Jerry Rice_S2,Jerry Rice,2,2,2,8.0
Jerry Rice_S2,Jerry Rice,2,2,3,8.0
Jerry Rice_S2,Jerry Rice,2,3,1,7.0
Jerry Rice_S2,Jerry Rice,2,3,2,6.0
Jerry Rice_S2,Jerry Rice,2,3,3,6.0
Jerry Rice_S2,Jerry Rice,2,4,1,8.0
Jerry Rice_S2,Jerry Rice,2,4,2,8.0
Jerry Rice_S2,Jerry Rice,2,4,3,8.0
Jerry Rice_S2,Jerry Rice,2,5,1,7.0
Jerry Rice_S2,Jerry Rice,2,5,2,8.0
Jerry Rice_S2,Jerry Rice,2,5,3,8.0
Jerry Rice_S2,Jerry Rice,2,6,1,8.0
Jerry Rice_S2,Jerry Rice,2,6,2,7.0
Jerry Rice_S2,Jerry Rice,2,6,3,8.0
Jerry Rice_S2,Jerry Rice,2,7,1,7.0
Jerry Rice_S2,Jerry Rice,2,7,2,7.0
Jerry Rice_S2,Jerry Rice,2,7,3,6.5
Jerry Rice_S2,Jerry Rice,2,8,1,9.0
Jerry Rice_S2,Jerry Rice,2,8,2,9.0
Jerry Rice_S2,Jerry Rice,2,8,3,8.6666
Giselle Fernandez_S2,Giselle Fernandez,2,1,1,7.0
Giselle Fernandez_S2,Giselle Fernandez,2,1,2,8.0
Giselle Fernandez_S2,Giselle Fernandez,2,1,3,8.0
Giselle Fernandez_S2,Giselle Fernandez,2,2,1,8.0
Giselle Fernandez_S2,Giselle Fernandez,2,2,2,8.0
Giselle Fernandez_S2,Giselle Fernandez,2,2,3,8.0
Giselle Fernandez_S2,Giselle Fernandez,2,3,1,7.0
Giselle Fernandez_S2,Giselle Fernandez,2,3,2,8.0
Giselle Fernandez_S2,Giselle Fernandez,2,3,3,7.0
Giselle Fernandez_S2,Giselle Fernandez,2,4,1,0.0
Giselle Fernandez_S2,Giselle Fernandez,2,4,2,0.0
Giselle Fernandez_S2,Giselle Fernandez,2,4,3,0.0
Giselle Fernandez_S2,Giselle Fernandez,2,5,1,0.0
Giselle Fernandez_S2,Giselle Fernandez,2,5,2,0.0
Giselle Fernandez_S2,Giselle Fernandez,2,5,3,0.0
Giselle Fernandez_S2,Giselle Fernandez,2,6,1,0.0
Giselle Fernandez_S2,Giselle Fernandez,2,6,2,0.0
Giselle Fernandez_S2,Giselle Fernandez,2,6,3,0.0
Giselle Fernandez_S2,Giselle Fernandez,2,7,1,0.0
Giselle Fernandez_S2,Giselle Fernandez,2,7,2,0.0
Giselle Fernandez_S2,Giselle Fernandez,2,7,3,0.0
Giselle Fernandez_S2,Giselle Fernandez,2,8,1,0.0
Giselle Fernandez_S2,Giselle Fernandez,2,8,2,0.0
Giselle Fernandez_S2,Giselle Fernandez,2,8,3,0.0
Master P_S2,Master P,2,1,1,4.0
Master P_S2,Master P,2,1,2,4.0
Master P_S2,Master P,2,1,3,4.0
Master P_S2,Master P,2,2,1,6.0
Master P_S2,Master P,2,2,2,5.0
Master P_S2,Master P,2,2,3,5.0
Master P_S2,Master P,2,3,1,6.0
Master P_S2,Master P,2,3,2,4.0
Master P_S2,Master P,2,3,3,4.0
Master P_S2,Master P,2,4,1,4.0
Master P_S2,Master P,2,4,2,2.0
Master P_S2,Master P,2,4,3,2.0
Master P_S2,Master P,2,5,1,0.0
Master P_S2,Master P,2,5,2,0.0
Master P_S2,Master P,2,5,3,0.0
Master P_S2,Master P,2,6,1,0.0
Master P_S2,Master P,2,6,2,0.0
Master P_S2,Master P,2,6,3,0.0
Master P_S2,Master P,2,7,1,0.0
Master P_S2,Master P,2,7,2,0.0
Master P_S2,Master P,2,7,3,0.0
Master P_S2,Master P,2,8,1,0.0
Master P_S2,Master P,2,8,2,0.0
Master P_S2,Master P,2,8,3,0.0
Drew Lachey_S2,Drew Lachey,2,1,1,8.0
Drew Lachey_S2,Drew Lachey,2,1,2,8.0
Drew Lachey_S2,Drew Lachey,2,1,3,8.0
Drew Lachey_S2,Drew Lachey,2,2,1,9.0
Drew Lachey_S2,Drew Lachey,2,2,2,9.0
Drew Lachey_S2,Drew Lachey,2,2,3,9.0
Drew Lachey_S2,Drew Lachey,2,3,1,9.0
Drew Lachey_S2,Drew Lachey,2,3,2,9.0
Drew Lachey_S2,Drew Lachey,2,3,3,9.0
Drew Lachey_S2,Drew Lachey,2,4,1,9.0
Drew Lachey_S2,Drew Lachey,2,4,2,9.0
Drew Lachey_S2,Drew Lachey,2,4,3,10.0
Drew Lachey_S2,Drew Lachey,2,5,1,9.0
Drew Lachey_S2,Drew Lachey,2,5,2,9.0
Drew Lachey_S2,Drew Lachey,2,5,3,9.0
Drew Lachey_S2,Drew Lachey,2,6,1,10.0
Drew Lachey_S2,Drew Lachey,2,6,2,10.0
Drew Lachey_S2,Drew Lachey,2,6,3,10.0
Drew Lachey_S2,Drew Lachey,2,7,1,9.5
Drew Lachey_S2,Drew Lachey,2,7,2,9.0
Drew Lachey_S2,Drew Lachey,2,7,3,9.0
Drew Lachey_S2,Drew Lachey,2,8,1,9.6666
Drew Lachey_S2,Drew Lachey,2,8,2,9.6666
Drew Lachey_S2,Drew Lachey,2,8,3,9.6666
Kenny Mayne_S2,Kenny Mayne,2,1,1,4.0
Kenny Mayne_S2,Kenny Mayne,2,1,2,5.0
Kenny Mayne_S2,Kenny Mayne,2,1,3,4.0
Kenny Mayne_S2,Kenny Mayne,2,2,1,0.0
Kenny Mayne_S2,Kenny Mayne,2,2,2,0.0
Kenny Mayne_S2,Kenny Mayne,2,2,3,0.0
Kenny Mayne_S2,Kenny Mayne,2,3,1,0.0
Kenny Mayne_S2,Kenny Mayne,2,3,2,0.0
Kenny Mayne_S2,Kenny Mayne,2,3,3,0.0
Kenny Mayne_S2,Kenny Mayne,2,4,1,0.0
Kenny Mayne_S2,Kenny Mayne,2,4,2,0.0
Kenny Mayne_S2,Kenny Mayne,2,4,3,0.0
Kenny Mayne_S2,Kenny Mayne,2,5,1,0.0
Kenny Mayne_S2,Kenny Mayne,2,5,2,0.0
Kenny Mayne_S2,Kenny Mayne,2,5,3,0.0
Kenny Mayne_S2,Kenny Mayne,2,6,1,0.0
Kenny Mayne_S2,Kenny Mayne,2,6,2,0.0
Kenny Mayne_S2,Kenny Mayne,2,6,3,0.0
Kenny Mayne_S2,Kenny Mayne,2,7,1,0.0
Kenny Mayne_S2,Kenny Mayne,2,7,2,0.0
Kenny Mayne_S2,Kenny Mayne,2,7,3,0.0
Kenny Mayne_S2,Kenny Mayne,2,8,1,0.0
Kenny Mayne_S2,Kenny Mayne,2,8,2,0.0
Kenny Mayne_S2,Kenny Mayne,2,8,3,0.0
Harry Hamlin_S3,Harry Hamlin,3,1,1,5.0
Harry Hamlin_S3,Harry Hamlin,3,1,2,6.0
Harry Hamlin_S3,Harry Hamlin,3,1,3,6.0
Harry Hamlin_S3,Harry Hamlin,3,2,1,7.0
Harry Hamlin_S3,Harry Hamlin,3,2,2,7.0
Harry Hamlin_S3,Harry Hamlin,3,2,3,7.0
Harry Hamlin_S3,Harry Hamlin,3,3,1,7.0
Harry Hamlin_S3,Harry Hamlin,3,3,2,8.0
Harry Hamlin_S3,Harry Hamlin,3,3,3,7.0
Harry Hamlin_S3,Harry Hamlin,3,4,1,0.0
Harry Hamlin_S3,Harry Hamlin,3,4,2,0.0
Harry Hamlin_S3,Harry Hamlin,3,4,3,0.0
Harry Hamlin_S3,Harry Hamlin,3,5,1,0.0
Harry Hamlin_S3,Harry Hamlin,3,5,2,0.0
Harry Hamlin_S3,Harry Hamlin,3,5,3,0.0
Harry Hamlin_S3,Harry Hamlin,3,6,1,0.0
Harry Hamlin_S3,Harry Hamlin,3,6,2,0.0
Harry Hamlin_S3,Harry Hamlin,3,6,3,0.0
Harry Hamlin_S3,Harry Hamlin,3,7,1,0.0
Harry Hamlin_S3,Harry Hamlin,3,7,2,0.0
Harry Hamlin_S3,Harry Hamlin,3,7,3,0.0
Harry Hamlin_S3,Harry Hamlin,3,8,1,0.0
Harry Hamlin_S3,Harry Hamlin,3,8,2,0.0
Harry Hamlin_S3,Harry Hamlin,3,8,3,0.0
Harry Hamlin_S3,Harry Hamlin,3,9,1,0.0
Harry Hamlin_S3,Harry Hamlin,3,9,2,0.0
Harry Hamlin_S3,Harry Hamlin,3,9,3,0.0
Harry Hamlin_S3,Harry Hamlin,3,10,1,0.0
Harry Hamlin_S3,Harry Hamlin,3,10,2,0.0
Harry Hamlin_S3,Harry Hamlin,3,10,3,0.0
Vivica A. Fox_S3,Vivica A. Fox,3,1,1,6.0
Vivica A. Fox_S3,Vivica A. Fox,3,1,2,8.0
Vivica A. Fox_S3,Vivica A. Fox,3,1,3,8.0
Vivica A. Fox_S3,Vivica A. Fox,3,2,1,8.0
Vivica A. Fox_S3,Vivica A. Fox,3,2,2,8.0
Vivica A. Fox_S3,Vivica A. Fox,3,2,3,8.0
Vivica A. Fox_S3,Vivica A. Fox,3,3,1,9.0
Vivica A. Fox_S3,Vivica A. Fox,3,3,2,9.0
Vivica A. Fox_S3,Vivica A. Fox,3,3,3,9.0
Vivica A. Fox_S3,Vivica A. Fox,3,4,1,8.0
Vivica A. Fox_S3,Vivica A. Fox,3,4,2,8.0
Vivica A. Fox_S3,Vivica A. Fox,3,4,3,8.0
Vivica A. Fox_S3,Vivica A. Fox,3,5,1,0.0
Vivica A. Fox_S3,Vivica A. Fox,3,5,2,0.0
Vivica A. Fox_S3,Vivica A. Fox,3,5,3,0.0
Vivica A. Fox_S3,Vivica A. Fox,3,6,1,0.0
Vivica A. Fox_S3,Vivica A. Fox,3,6,2,0.0
Vivica A. Fox_S3,Vivica A. Fox,3,6,3,0.0
Vivica A. Fox_S3,Vivica A. Fox,3,7,1,0.0
Vivica A. Fox_S3,Vivica A. Fox,3,7,2,0.0
Vivica A. Fox_S3,Vivica A. Fox,3,7,3,0.0
Vivica A. Fox_S3,Vivica A. Fox,3,8,1,0.0
Vivica A. Fox_S3,Vivica A. Fox,3,8,2,0.0
Vivica A. Fox_S3,Vivica A. Fox,3,8,3,0.0
Vivica A. Fox_S3,Vivica A. Fox,3,9,1,0.0
Vivica A. Fox_S3,Vivica A. Fox,3,9,2,0.0
Vivica A. Fox_S3,Vivica A. Fox,3,9,3,0.0
Vivica A. Fox_S3,Vivica A. Fox,3,10,1,0.0
Vivica A. Fox_S3,Vivica A. Fox,3,10,2,0.0
Vivica A. Fox_S3,Vivica A. Fox,3,10,3,0.0
Monique Coleman_S3,Monique Coleman,3,1,1,6.0
Monique Coleman_S3,Monique Coleman,3,1,2,6.0
Monique Coleman_S3,Monique Coleman,3,1,3,7.0
Monique Coleman_S3,Monique Coleman,3,2,1,9.0
Monique Coleman_S3,Monique Coleman,3,2,2,8.0
Monique Coleman_S3,Monique Coleman,3,2,3,9.0
Monique Coleman_S3,Monique Coleman,3,3,1,9.0
Monique Coleman_S3,Monique Coleman,3,3,2,9.0
Monique Coleman_S3,Monique Coleman,3,3,3,9.0
Monique Coleman_S3,Monique Coleman,3,4,1,8.0
Monique Coleman_S3,Monique Coleman,3,4,2,8.0
Monique Coleman_S3,Monique Coleman,3,4,3,8.0
Monique Coleman_S3,Monique Coleman,3,5,1,9.0
Monique Coleman_S3,Monique Coleman,3,5,2,9.0
Monique Coleman_S3,Monique Coleman,3,5,3,9.0
Monique Coleman_S3,Monique Coleman,3,6,1,9.0
Monique Coleman_S3,Monique Coleman,3,6,2,7.0
Monique Coleman_S3,Monique Coleman,3,6,3,7.0
Monique Coleman_S3,Monique Coleman,3,7,1,9.0
Monique Coleman_S3,Monique Coleman,3,7,2,9.0
Monique Coleman_S3,Monique Coleman,3,7,3,9.0
Monique Coleman_S3,Monique Coleman,3,8,1,8.5
Monique Coleman_S3,Monique Coleman,3,8,2,9.0
Monique Coleman_S3,Monique Coleman,3,8,3,9.0
Monique Coleman_S3,Monique Coleman,3,9,1,0.0
Monique Coleman_S3,Monique Coleman,3,9,2,0.0
Monique Coleman_S3,Monique Coleman,3,9,3,0.0
Monique Coleman_S3,Monique Coleman,3,10,1,0.0
Monique Coleman_S3,Monique Coleman,3,10,2,0.0
Monique Coleman_S3,Monique Coleman,3,10,3,0.0
Joey Lawrence_S3,Joey Lawrence,3,1,1,7.0
Joey Lawrence_S3,Joey Lawrence,3,1,2,7.0
Joey Lawrence_S3,Joey Lawrence,3,1,3,7.0
Joey Lawrence_S3,Joey Lawrence,3,2,1,10.0
Joey Lawrence_S3,Joey Lawrence,3,2,2,9.0
Joey Lawrence_S3,Joey Lawrence,3,2,3,10.0
Joey Lawrence_S3,Joey Lawrence,3,3,1,8.0
Joey Lawrence_S3,Joey Lawrence,3,3,2,6.0
Joey Lawrence_S3,Joey Lawrence,3,3,3,8.0
Joey Lawrence_S3,Joey Lawrence,3,4,1,9.0
Joey Lawrence_S3,Joey Lawrence,3,4,2,9.0
Joey Lawrence_S3,Joey Lawrence,3,4,3,9.0
Joey Lawrence_S3,Joey Lawrence,3,5,1,8.0
Joey Lawrence_S3,Joey Lawrence,3,5,2,8.0
Joey Lawrence_S3,Joey Lawrence,3,5,3,9.0
Joey Lawrence_S3,Joey Lawrence,3,6,1,8.0
Joey Lawrence_S3,Joey Lawrence,3,6,2,8.0
Joey Lawrence_S3,Joey Lawrence,3,6,3,8.0
Joey Lawrence_S3,Joey Lawrence,3,7,1,9.5
Joey Lawrence_S3,Joey Lawrence,3,7,2,9.0
Joey Lawrence_S3,Joey Lawrence,3,7,3,10.0
Joey Lawrence_S3,Joey Lawrence,3,8,1,9.5
Joey Lawrence_S3,Joey Lawrence,3,8,2,8.5
Joey Lawrence_S3,Joey Lawrence,3,8,3,9.0
Joey Lawrence_S3,Joey Lawrence,3,9,1,9.5
Joey Lawrence_S3,Joey Lawrence,3,9,2,10.0
