season,week,contestant_id,estimated_fan_share,is_eliminated,judge_score_raw,n_judges,celebrity_name,ballroom_partner,celebrity_age_during_season,celebrity_industry,industry_std,placement,is_withdrew,age_centered,log_fan_share,judge_score,gender
2,1,Lisa Rinna_S2,0.10607180412801805,false,6.333333333333333,3,Lisa Rinna,Louis van Amstel,42,Actor/Actress,Actor,4,false,5.83199415631848,-2.243629589234411,6.333333333333333,0
2,1,Master P_S2,0.11332924400660836,false,4.0,3,Master P,Ashly DelGrosso,35,Singer/Rapper,Singer,7,false,-1.1680058436815202,-2.1774492091767867,4.0,0
2,1,Stacy Keibler_S2,0.10505895832482898,false,7.333333333333333,3,Stacy Keibler,Tony Dovolani,26,Athlete,Athlete,3,false,-10.16800584368152,-2.253224060136117,7.333333333333333,0
2,1,Tatum O'Neal_S2,0.10488406572215406,false,7.666666666666667,3,Tatum O'Neal,Nick Kosovich,42,Actor/Actress,Actor,9,false,5.83199415631848,-2.254890140520015,7.666666666666667,0
2,1,Tia Carrere_S2,0.10442311566190264,false,6.666666666666667,3,Tia Carrere,Maksim Chmerkoskiy,39,Actor/Actress,Actor,6,false,2.83199415631848,-2.259294637278256,6.666666666666667,0
2,2,Drew Lachey_S2,0.10869058417623469,false,9.0,3,Drew Lachey,Cheryl Burke,29,Singer/Rapper,Singer,1,false,-7.16800584368152,-2.21924091033399,9.0,0
2,2,George Hamilton_S2,0.11766449452224341,false,7.333333333333333,3,George Hamilton,Edyta Sliwinska,66,Actor/Actress,Actor,5,false,29.83199415631848,-2.1399094723339034,7.333333333333333,0
2,2,Giselle Fernandez_S2,0.10729744048153898,false,8.0,3,Giselle Fernandez,Jonathan Roberts,44,News Anchor,TV,8,false,7.83199415631848,-2.2321411636399326,8.0,0
2,2,Jerry Rice_S2,0.11401062400075442,false,7.666666666666667,3,Jerry Rice,Anna Trebunskaya,43,Athlete,Athlete,2,false,6.83199415631848,-2.171454870866812,7.666666666666667,0
2,2,Lisa Rinna_S2,0.12080169159445522,false,6.666666666666667,3,Lisa Rinna,Louis van Amstel,42,Actor/Actress,Actor,4,false,5.83199415631848,-2.1135967123185964,6.666666666666667,0
2,2,Master P_S2,0.12038225798349307,false,5.333333333333333,3,Master P,Ashly DelGrosso,35,Singer/Rapper,Singer,7,false,-1.1680058436815202,-2.117074809069469,5.333333333333333,0
2,2,Stacy Keibler_S2,0.11344785011195316,false,9.666666666666666,3,Stacy Keibler,Tony Dovolani,26,Athlete,Athlete,3,false,-10.16800584368152,-2.1764032034449095,9.666666666666666,0
2,2,Tatum O'Neal_S2,0.0822012826662165,true,5.666666666666667,3,Tatum O'Neal,Nick Kosovich,42,Actor/Actress,Actor,9,false,5.83199415631848,-2.4985722076435715,5.666666666666667,0
2,2,Tia Carrere_S2,0.11550377446311139,false,7.333333333333333,3,Tia Carrere,Maksim Chmerkoskiy,39,Actor/Actress,Actor,6,false,2.83199415631848,-2.1584434125316974,7.333333333333333,0
2,3,Drew Lachey_S2,0.12052134686683261,false,9.0,3,Drew Lachey,Cheryl Burke,29,Singer/Rapper,Singer,1,false,-7.16800584368152,-2.115920092068337,9.0,0
2,3,George Hamilton_S2,0.13027418294668033,false,7.333333333333333,3,George Hamilton,Edyta Sliwinska,66,Actor/Actress,Actor,5,false,29.83199415631848,-2.0381062738763474,7.333333333333333,0
2,3,Giselle Fernandez_S2,0.08907681169737341,true,7.333333333333333,3,Giselle Fernandez,Jonathan Roberts,44,News Anchor,TV,8,false,7.83199415631848,-2.4182450024832427,7.333333333333333,0
2,3,Jerry Rice_S2,0.14433356618284288,false,6.333333333333333,3,Jerry Rice,Anna Trebunskaya,43,Athlete,Athlete,2,false,6.83199415631848,-1.9356212980017227,6.333333333333333,0
2,3,Lisa Rinna_S2,0.1252108229129725,false,8.333333333333334,3,Lisa Rinna,Louis van Amstel,42,Actor/Actress,Actor,4,false,5.83199415631848,-2.0777483925623392,8.333333333333334,0
2,3,Master P_S2,0.14038507992658739,false,4.666666666666667,3,Master P,Ashly DelGrosso,35,Singer/Rapper,Singer,7,false,-1.1680058436815202,-1.9633589381277254,4.666666666666667,0
2,3,Stacy Keibler_S2,0.12356128411140686,false,9.0,3,Stacy Keibler,Tony Dovolani,26,Athlete,Athlete,3,false,-10.16800584368152,-2.091009925254391,9.0,0
2,3,Tia Carrere_S2,0.12663690535530406,false,8.666666666666666,3,Tia Carrere,Maksim Chmerkoskiy,39,Actor/Actress,Actor,6,false,2.83199415631848,-2.0664234036969593,8.666666666666666,0
2,4,Drew Lachey_S2,0.13870327831357268,false,9.333333333333334,3,Drew Lachey,Cheryl Burke,29,Singer/Rapper,Singer,1,false,-7.16800584368152,-1.9754111063290511,9.333333333333334,0
2,4,George Hamilton_S2,0.15724733412909758,false,7.0,3,George Hamilton,Edyta Sliwinska,66,Actor/Actress,Actor,5,false,29.83199415631848,-1.8499289772313259,7.0,0
2,4,Jerry Rice_S2,0.15727070773667604,false,8.0,3,Jerry Rice,Anna Trebunskaya,43,Athlete,Athlete,2,false,6.83199415631848,-1.8497803469088647,8.0,0
2,4,Lisa Rinna_S2,0.14290567659770234,false,8.666666666666666,3,Lisa Rinna,Louis van Amstel,42,Actor/Actress,Actor,4,false,5.83199415631848,-1.9455634729704956,8.666666666666666,0
2,4,Master P_S2,0.11199053500986804,true,2.6666666666666665,3,Master P,Ashly DelGrosso,35,Singer/Rapper,Singer,7,false,-1.1680058436815202,-2.1893319908124105,2.6666666666666665,0
2,4,Stacy Keibler_S2,0.14281257503878658,false,8.666666666666666,3,Stacy Keibler,Tony Dovolani,26,Athlete,Athlete,3,false,-10.16800584368152,-1.946215170298057,8.666666666666666,0
2,4,Tia Carrere_S2,0.14906989317429697,false,8.333333333333334,3,Tia Carrere,Maksim Chmerkoskiy,39,Actor/Actress,Actor,6,false,2.83199415631848,-1.903333293074245,8.333333333333334,0
2,5,Drew Lachey_S2,0.1678212587251448,false,9.0,3,Drew Lachey,Cheryl Burke,29,Singer/Rapper,Singer,1,false,-7.16800584368152,-1.784849843417674,9.0,0
2,5,George Hamilton_S2,0.17072461408692335,false,8.0,3,George Hamilton,Edyta Sliwinska,66,Actor/Actress,Actor,5,false,29.83199415631848,-1.767697607205308,8.0,0
2,5,Jerry Rice_S2,0.1890748932371673,false,7.666666666666667,3,Jerry Rice,Anna Trebunskaya,43,Athlete,Athlete,2,false,6.83199415631848,-1.6656067930033263,7.666666666666667,0
2,5,Lisa Rinna_S2,0.16781535507436798,false,8.333333333333334,3,Lisa Rinna,Louis van Amstel,42,Actor/Actress,Actor,4,false,5.83199415631848,-1.7848850220326171,8.333333333333334,0
2,5,Stacy Keibler_S2,0.16938275761020932,false,10.0,3,Stacy Keibler,Tony Dovolani,26,Athlete,Athlete,3,false,-10.16800584368152,-1.775588383237122,10.0,0
2,5,Tia Carrere_S2,0.1351811212661874,true,7.333333333333333,3,Tia Carrere,Maksim Chmerkoskiy,39,Actor/Actress,Actor,6,false,2.83199415631848,-2.00113236327306,7.333333333333333,0
2,6,Drew Lachey_S2,0.1971199512600817,false,10.0,3,Drew Lachey,Cheryl Burke,29,Singer/Rapper,Singer,1,false,-7.16800584368152,-1.6239377728568156,10.0,0
2,6,George Hamilton_S2,0.17197325512378828,true,7.666666666666667,3,George Hamilton,Edyta Sliwinska,66,Actor/Actress,Actor,5,false,29.83199415631848,-1.7604104928846391,7.666666666666667,0
2,6,Jerry Rice_S2,0.21854487931624272,false,7.666666666666667,3,Jerry Rice,Anna Trebunskaya,43,Athlete,Athlete,2,false,6.83199415631848,-1.5207593125005636,7.666666666666667,0
2,6,Lisa Rinna_S2,0.20869973569163638,false,9.0,3,Lisa Rinna,Louis van Amstel,42,Actor/Actress,Actor,4,false,5.83199415631848,-1.566853939789544,9.0,0
2,6,Stacy Keibler_S2,0.203662178608251,false,10.0,3,Stacy Keibler,Tony Dovolani,26,Athlete,Athlete,3,false,-10.16800584368152,-1.5912877349350416,10.0,0
2,7,Drew Lachey_S2,0.2590445196245489,false,9.166666666666666,3,Drew Lachey,Cheryl Burke,29,Singer/Rapper,Singer,1,false,-7.16800584368152,-1.3507514812789407,9.166666666666666,0
2,7,Jerry Rice_S2,0.2993373537221109,false,6.833333333333333,3,Jerry Rice,Anna Trebunskaya,43,Athlete,Athlete,2,false,6.83199415631848,-1.206180727588546,6.833333333333333,0
2,7,Lisa Rinna_S2,0.1889738308178579,true,8.833333333333334,3,Lisa Rinna,Louis van Amstel,42,Actor/Actress,Actor,4,false,5.83199415631848,-1.6661414430663273,8.833333333333334,0
2,7,Stacy Keibler_S2,0.25264429583548226,false,9.166666666666666,3,Stacy Keibler,Tony Dovolani,26,Athlete,Athlete,3,false,-10.16800584368152,-1.37576876671112,9.166666666666666,0
2,8,Drew Lachey_S2,0.3287219470422331,false,9.6666,3,Drew Lachey,Cheryl Burke,29,Singer/Rapper,Singer,1,false,-7.16800584368152,-1.1125399892420316,9.6666,0
2,8,Jerry Rice_S2,0.38592454883541827,false,8.888866666666667,3,Jerry Rice,Anna Trebunskaya,43,Athlete,Athlete,2,false,6.83199415631848,-0.9521108067855076,8.888866666666667,0
2,8,Stacy Keibler_S2,0.2853535041223483,false,9.5555,3,Stacy Keibler,Tony Dovolani,26,Athlete,Athlete,3,false,-10.16800584368152,-1.2540229975704702,9.5555,0
3,1,Emmitt Smith_S3,0.0953151263877001,false,8.0,3,Emmitt Smith,Cheryl Burke,37,Athlete,Athlete,1,false,0.8319941563184798,-2.3505562655578265,8.0,0
3,1,Harry Hamlin_S3,0.09630595893518284,false,5.666666666666667,3,Harry Hamlin,Ashly DelGrosso,54,Actor/Actress,Actor,9,false,17.83199415631848,-2.3402146997028974,5.666666666666667,0
3,1,Jerry Springer_S3,0.09094340068274617,false,5.333333333333333,3,Jerry Springer,Kym Johnson,62,TV Personality,TV,5,false,25.83199415631848,-2.3975069406988334,5.333333333333333,0
3,1,Joey Lawrence_S3,0.09255208579893567,false,7.0,3,Joey Lawrence,Edyta Sliwinska,30,Actor/Actress,Actor,3,false,-6.16800584368152,-2.379972898552652,7.0,0
3,1,Mario Lopez_S3,0.09380573326520132,false,8.666666666666666,3,Mario Lopez,Karina Smirnoff,32,Actor/Actress,Actor,2,false,-4.16800584368152,-2.366518642335148,8.666666666666666,0
3,1,Monique Coleman_S3,0.09265822239357592,false,6.333333333333333,3,Monique Coleman,Louis van Amstel,25,Actor/Actress,Actor,4,false,-11.16800584368152,-2.378826791068823,6.333333333333333,0
3,1,Shanna Moakler_S3,0.08257553998079958,false,6.0,3,Shanna Moakler,Jesse DeSoto,31,Model,Model,10,false,-5.16800584368152,-2.494029658399321,6.0,0
3,1,Tucker Carlson_S3,0.07320458261540978,true,4.0,3,Tucker Carlson,Elena Grinenko,37,TV Personality,TV,11,false,0.8319941563184798,-2.614483595685078,4.0,0
3,1,Vivica A. Fox_S3,0.0951854271492759,false,7.333333333333333,3,Vivica A. Fox,Nick Kosovich,42,Actor/Actress,Actor,8,false,5.83199415631848,-2.3519179193105533,7.333333333333333,0
3,1,Willa Ford_S3,0.09091619188384904,false,7.333333333333333,3,Willa Ford,Maksim Chmerkoskiy,25,Singer/Rapper,Singer,7,false,-11.16800584368152,-2.3978061660461556,7.333333333333333,0
3,2,Emmitt Smith_S3,0.10432417510822753,false,8.0,3,Emmitt Smith,Cheryl Burke,37,Athlete,Athlete,1,false,0.8319941563184798,-2.2602425740182466,8.0,0
3,2,Harry Hamlin_S3,0.10956562359077571,false,7.0,3,Harry Hamlin,Ashly DelGrosso,54,Actor/Actress,Actor,9,false,17.83199415631848,-2.211222480127923,7.0,0
3,2,Jerry Springer_S3,0.10513803468248767,false,6.333333333333333,3,Jerry Springer,Kym Johnson,62,TV Personality,TV,5,false,25.83199415631848,-2.2524716648914227,6.333333333333333,0
3,2,Joey Lawrence_S3,0.1025130397451233,false,9.666666666666666,3,Joey Lawrence,Edyta Sliwinska,30,Actor/Actress,Actor,3,false,-6.16800584368152,-2.277755516660482,9.666666666666666,0
3,2,Mario Lopez_S3,0.1051371831063582,false,7.0,3,Mario Lopez,Karina Smirnoff,32,Actor/Actress,Actor,2,false,-4.16800584368152,-2.2524797644481738,7.0,0
3,2,Monique Coleman_S3,0.10041765327667232,false,8.666666666666666,3,Monique Coleman,Louis van Amstel,25,Actor/Actress,Actor,4,false,-11.16800584368152,-2.29840729937297,8.666666666666666,0
3,2,Shanna Moakler_S3,0.05731050993555389,true,7.333333333333333,3,Shanna Moakler,Jesse DeSoto,31,Model,Model,10,false,-5.16800584368152,-2.8592538039577815,7.333333333333333,0
3,2,Vivica A. Fox_S3,0.104861167249898,false,8.0,3,Vivica A. Fox,Nick Kosovich,42,Actor/Actress,Actor,8,false,5.83199415631848,-2.255108484018735,8.0,0
3,2,Willa Ford_S3,0.10508653640859209,false,7.666666666666667,3,Willa Ford,Maksim Chmerkoskiy,25,Singer/Rapper,Singer,7,false,-11.16800584368152,-2.2529615960610023,7.666666666666667,0
3,3,Emmitt Smith_S3,0.12145111385131865,false,6.333333333333333,3,Emmitt Smith,Cheryl Burke,37,Athlete,Athlete,1,false,0.8319941563184798,-2.108235218569584,6.333333333333333,0
3,3,Harry Hamlin_S3,0.06954384093231536,true,7.333333333333333,3,Harry Hamlin,Ashly DelGrosso,54,Actor/Actress,Actor,9,false,17.83199415631848,-2.665783541188362,7.333333333333333,0
3,3,Jerry Springer_S3,0.11827016776015672,false,7.0,3,Jerry Springer,Kym Johnson,62,TV Personality,TV,5,false,25.83199415631848,-2.1347752590876605,7.0,0
3,3,Joey Lawrence_S3,0.11897580134369805,false,7.333333333333333,3,Joey Lawrence,Edyta Sliwinska,30,Actor/Actress,Actor,3,false,-6.16800584368152,-2.128826751566797,7.333333333333333,0
3,3,Mario Lopez_S3,0.1193004223705235,false,7.333333333333333,3,Mario Lopez,Karina Smirnoff,32,Actor/Actress,Actor,2,false,-4.16800584368152,-2.1261020273129323,7.333333333333333,0
3,3,Monique Coleman_S3,0.11205738702287099,false,9.0,3,Monique Coleman,Louis van Amstel,25,Actor/Actress,Actor,4,false,-11.16800584368152,-2.1887352308190984,9.0,0
3,3,Vivica A. Fox_S3,0.11318803139592726,false,9.0,3,Vivica A. Fox,Nick Kosovich,42,Actor/Actress,Actor,8,false,5.83199415631848,-2.178696013703451,9.0,0
3,3,Willa Ford_S3,0.11501013012887805,false,7.333333333333333,3,Willa Ford,Maksim Chmerkoskiy,25,Singer/Rapper,Singer,7,false,-11.16800584368152,-2.1627263715727554,7.333333333333333,0
3,4,Emmitt Smith_S3,0.13389673747347322,false,8.0,3,Emmitt Smith,Cheryl Burke,37,Athlete,Athlete,1,false,0.8319941563184798,-2.0106789235638907,8.0,0
3,4,Jerry Springer_S3,0.13098845125859046,false,7.333333333333333,3,Jerry Springer,Kym Johnson,62,TV Personality,TV,5,false,25.83199415631848,-2.032638483766861,7.333333333333333,0
3,4,Joey Lawrence_S3,0.1320021145548037,false,9.0,3,Joey Lawrence,Edyta Sliwinska,30,Actor/Actress,Actor,3,false,-6.16800584368152,-2.0249297615619772,9.0,0
3,4,Mario Lopez_S3,0.1290436885136501,false,9.666666666666666,3,Mario Lopez,Karina Smirnoff,32,Actor/Actress,Actor,2,false,-4.16800584368152,-2.0475965120244797,9.666666666666666,0
3,4,Monique Coleman_S3,0.13100240564936577,false,8.0,3,Monique Coleman,Louis van Amstel,25,Actor/Actress,Actor,4,false,-11.16800584368152,-2.032531958795507,8.0,0
3,4,Vivica A. Fox_S3,0.07898453085488408,true,8.0,3,Vivica A. Fox,Nick Kosovich,42,Actor/Actress,Actor,8,false,5.83199415631848,-2.538490597025454,8.0,0
3,4,Willa Ford_S3,0.1255581532073922,false,9.333333333333334,3,Willa Ford,Maksim Chmerkoskiy,25,Singer/Rapper,Singer,7,false,-11.16800584368152,-2.0749782911582986,9.333333333333334,0
3,5,Emmitt Smith_S3,0.1599142429896707,false,9.0,3,Emmitt Smith,Cheryl Burke,37,Athlete,Athlete,1,false,0.8319941563184798,-1.833111335420071,9.0,0
3,5,Jerry Springer_S3,0.16257605292612087,false,8.0,3,Jerry Springer,Kym Johnson,62,TV Personality,TV,5,false,25.83199415631848,-1.8166032177432416,8.0,0
3,5,Joey Lawrence_S3,0.1625426171509312,false,8.333333333333334,3,Joey Lawrence,Edyta Sliwinska,30,Actor/Actress,Actor,3,false,-6.16800584368152,-1.8168088999922332,8.333333333333334,0
3,5,Mario Lopez_S3,0.1580868240399274,false,9.0,3,Mario Lopez,Karina Smirnoff,32,Actor/Actress,Actor,2,false,-4.16800584368152,-1.844604552027673,9.0,0
3,5,Monique Coleman_S3,0.15342021633618314,false,9.0,3,Monique Coleman,Louis van Amstel,25,Actor/Actress,Actor,4,false,-11.16800584368152,-1.874568092336259,9.0,0
3,5,Willa Ford_S3,0.09646495573609429,true,9.0,3,Willa Ford,Maksim Chmerkoskiy,25,Singer/Rapper,Singer,7,false,-11.16800584368152,-2.338565123181876,9.0,0
3,6,Emmitt Smith_S3,0.205663020363458,false,8.333333333333334,3,Emmitt Smith,Cheryl Burke,37,Athlete,Athlete,1,false,0.8319941563184798,-1.5815114107800312,8.333333333333334,0
3,6,Jerry Springer_S3,0.19426335526560568,false,6.0,3,Jerry Springer,Kym Johnson,62,TV Personality,TV,5,false,25.83199415631848,-1.6385353914836842,6.0,0
3,6,Joey Lawrence_S3,0.19935675567796626,false,8.0,3,Joey Lawrence,Edyta Sliwinska,30,Actor/Actress,Actor,3,false,-6.16800584368152,-1.6126543010810157,8.0,0
3,6,Mario Lopez_S3,0.1975051124343388,false,9.333333333333334,3,Mario Lopez,Karina Smirnoff,32,Actor/Actress,Actor,2,false,-4.16800584368152,-1.6219857460852452,9.333333333333334,0
3,6,Monique Coleman_S3,0.20321175625863094,false,7.666666666666667,3,Monique Coleman,Louis van Amstel,25,Actor/Actress,Actor,4,false,-11.16800584368152,-1.5935017883848537,7.666666666666667,0
3,7,Emmitt Smith_S3,0.21207952924924037,false,9.5,3,Emmitt Smith,Cheryl Burke,37,Athlete,Athlete,1,false,0.8319941563184798,-1.5507892214875043,9.5,0
3,7,Jerry Springer_S3,0.155617395713129,true,7.666666666666667,3,Jerry Springer,Kym Johnson,62,TV Personality,TV,5,false,25.83199415631848,-1.8603484498483611,7.666666666666667,0
3,7,Joey Lawrence_S3,0.21092262018710137,false,9.5,3,Joey Lawrence,Edyta Sliwinska,30,Actor/Actress,Actor,3,false,-6.16800584368152,-1.5562592006747247,9.5,0
3,7,Mario Lopez_S3,0.210408142772301,false,9.333333333333334,3,Mario Lopez,Karina Smirnoff,32,Actor/Actress,Actor,2,false,-4.16800584368152,-1.5587013448217162,9.333333333333334,0
3,7,Monique Coleman_S3,0.21097231207822878,false,9.0,3,Monique Coleman,Louis van Amstel,25,Actor/Actress,Actor,4,false,-11.16800584368152,-1.5560236365472948,9.0,0
3,8,Emmitt Smith_S3,0.2711284092302367,false,9.0,3,Emmitt Smith,Cheryl Burke,37,Athlete,Athlete,1,false,0.8319941563184798,-1.3051590472463148,9.0,0
3,8,Joey Lawrence_S3,0.2691502399320144,false,9.0,3,Joey Lawrence,Edyta Sliwinska,30,Actor/Actress,Actor,3,false,-6.16800584368152,-1.3124818271419614,9.0,0
3,8,Mario Lopez_S3,0.2687920581716873,false,9.5,3,Mario Lopez,Karina Smirnoff,32,Actor/Actress,Actor,2,false,-4.16800584368152,-1.31381349592076,9.5,0
3,8,Monique Coleman_S3,0.19092929266606218,true,8.833333333333334,3,Monique Coleman,Louis van Amstel,25,Actor/Actress,Actor,4,false,-11.16800584368152,-1.6558468774131152,8.833333333333334,0
3,9,Emmitt Smith_S3,0.3691870158727638,false,9.833333333333334,3,Emmitt Smith,Cheryl Burke,37,Athlete,Athlete,1,false,0.8319941563184798,-0.9964492365965091,9.833333333333334,0
3,9,Joey Lawrence_S3,0.2630031707046918,true,9.833333333333334,3,Joey Lawrence,Edyta Sliwinska,30,Actor/Actress,Actor,3,false,-6.16800584368152,-1.3355853887373679,9.833333333333334,0
3,9,Mario Lopez_S3,0.3678098134225436,false,9.833333333333334,3,Mario Lopez,Karina Smirnoff,32,Actor/Actress,Actor,2,false,-4.16800584368152,-1.0001865669652936,9.833333333333334,0
3,10,Emmitt Smith_S3,0.5751298236115691,false,9.888866666666667,3,Emmitt Smith,Cheryl Burke,37,Athlete,Athlete,1,false,0.8319941563184798,-0.553157744738915,9.888866666666667,0
3,10,Mario Lopez_S3,0.4248701763884309,false,9.888866666666667,3,Mario Lopez,Karina Smirnoff,32,Actor/Actress,Actor,2,false,-4.16800584368152,-0.855969270386332,9.888866666666667,0
4,1,Apolo Anton Ohno_S4,0.09363892112533234,false,7.0,3,Apolo Anton Ohno,Julianne Hough,24,Athlete,Athlete,1,false,-12.16800584368152,-2.36829847867789,7.0,0
4,1,Billy Ray Cyrus_S4,0.09235864644419856,false,4.333333333333333,3,Billy Ray Cyrus,Karina Smirnoff,45,Singer/Rapper,Singer,5,false,8.83199415631848,-2.3820651225218077,4.333333333333333,0
4,1,Clyde Drexler_S4,0.09778565042794615,false,5.333333333333333,3,Clyde Drexler,Elena Grinenko,44,Athlete,Athlete,8,false,7.83199415631848,-2.3249672099499166,5.333333333333333,0
4,1,Heather Mills_S4,0.08229764666022252,false,6.0,3,Heather Mills,Jonathan Roberts,39,Model,Model,7,false,2.83199415631848,-2.4974006154170323,6.0,0
4,1,Ian Ziering_S4,0.09439809820834646,false,7.0,3,Ian Ziering,Cheryl Burke,42,Actor/Actress,Actor,4,false,5.83199415631848,-2.360223758753997,7.0,0
