contestant_id,celebrity_name,season,weeks_competed,season_total_score,season_avg_weekly_score,season_avg_score,score_stddev,avg_rank,weeks_ranked_first,voting_method,celebrity_name_right,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season_right,results,placement,is_controversy
Tia Carrere_S2,Tia Carrere,2,5,115.0,23.0,7.666666666666667,2.449489742783178,4.8,0,rank_v1,Tia Carrere,Maksim Chmerkoskiy,Actor/Actress,Hawaii,United States,39,2,Eliminated Week 5,6,false
George Hamilton_S2,George Hamilton,2,6,130.0,21.666666666666668,7.222222222222222,2.0655911179772892,5.5,0,rank_v1,George Hamilton,Edyta Sliwinska,Actor/Actress,Tennessee,United States,66,2,Eliminated Week 6,5,false
Jerry Rice_S2,Jerry Rice,2,8,180.16660000000002,22.520825000000002,7.506941666666666,2.3560586372462926,4.75,0,rank_v1,Jerry Rice,Anna Trebunskaya,Athlete,Mississippi,United States,43,2,2nd Place,2,true
Stacy Keibler_S2,Stacy Keibler,2,8,220.16649999999998,27.520812499999998,9.173604166666667,2.641894800780844,2.0,3,rank_v1,Stacy Keibler,Tony Dovolani,Athlete,Maryland,United States,26,2,3rd Place,3,false
Master P_S2,Master P,2,4,50.0,12.5,4.166666666666667,3.415650255319866,8.5,0,rank_v1,Master P,Ashly DelGrosso,Singer/Rapper,Louisiana,United States,35,2,Eliminated Week 4,7,false
Lisa Rinna_S2,Lisa Rinna,2,7,168.5,24.071428571428573,8.023809523809524,3.2201005603936688,4.142857142857143,0,rank_v1,Lisa Rinna,Louis van Amstel,Actor/Actress,California,United States,42,2,Eliminated Week 7,4,false
Monique Coleman_S3,Monique Coleman,3,8,199.5,24.9375,8.3125,2.833946012188658,4.0,0,percentage,Monique Coleman,Louis van Amstel,Actor/Actress,South Carolina,United States,25,3,Eliminated Week 8,4,false
Tucker Carlson_S3,Tucker Carlson,3,1,12.0,12.0,4.0,,11.0,0,percentage,Tucker Carlson,Elena Grinenko,TV Personality,California,United States,37,3,Eliminated Week 1,11,false
Harry Hamlin_S3,Harry Hamlin,3,3,60.0,20.0,6.666666666666667,2.6457513110645907,7.333333333333333,0,percentage,Harry Hamlin,Ashly DelGrosso,Actor/Actress,California,United States,54,3,Eliminated Week 3,9,false
Joey Lawrence_S3,Joey Lawrence,3,9,233.0,25.88888888888889,8.62962962962963,3.0697900760656434,3.3333333333333335,1,percentage,Joey Lawrence,Edyta Sliwinska,Actor/Actress,Pennsylvania,United States,30,3,3rd Place,3,false
Jerry Springer_S3,Jerry Springer,3,7,143.0,20.428571428571427,6.809523809523809,2.878491668515698,7.142857142857143,0,percentage,Jerry Springer,Kym Johnson,TV Personality,,England,62,3,Eliminated Week 7,5,false
Mario Lopez_S3,Mario Lopez,3,10,268.6666,26.866660000000003,8.955553333333333,3.0447214797635156,2.7,6,percentage,Mario Lopez,Karina Smirnoff,Actor/Actress,California,United States,32,3,2nd Place,2,false
Shanna Moakler_S3,Shanna Moakler,3,2,40.0,20.0,6.666666666666666,2.8284271247461903,6.5,0,percentage,Shanna Moakler,Jesse DeSoto,Model,Rhode Island,United States,31,3,Eliminated Week 2,10,false
Willa Ford_S3,Willa Ford,3,5,122.0,24.4,8.133333333333335,2.880972058177587,3.4,0,percentage,Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,3,Eliminated Week 5,7,false
Sara Evans_S3,Sara Evans,3,5,105.0,21.0,7.0,3.9370039370059056,7.0,0,percentage,Sara Evans,Tony Dovolani,Singer/Rapper,Missouri,United States,35,3,Withdrew,6,false
Emmitt Smith_S3,Emmitt Smith,3,10,257.6666,25.76666,8.588886666666667,3.255755246124416,2.9,2,percentage,Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,37,3,1st Place,1,false
Vivica A. Fox_S3,Vivica A. Fox,3,4,97.0,24.25,8.083333333333332,2.0615528128088303,3.25,1,percentage,Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,3,Eliminated Week 4,8,false
Clyde Drexler_S4,Clyde Drexler,4,5,78.0,15.6,5.2,1.8165902124584952,9.4,0,percentage,Clyde Drexler,Elena Grinenko,Athlete,Louisiana,United States,44,4,Eliminated Week 5,8,false
Paulina Porizkova_S4,Paulina Porizkova,4,2,40.0,20.0,6.666666666666666,1.4142135623730951,7.0,0,percentage,Paulina Porizkova,Alec Mazo,Model,,Czechoslovakia,41,4,Eliminated Week 2,11,false
Apolo Anton Ohno_S4,Apolo Anton Ohno,4,10,268.8332,26.883319999999998,8.961106666666668,2.9731703994221403,2.2,4,percentage,Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,4,1st Place,1,false
Laila Ali_S4,Laila Ali,4,10,262.3332,26.23332,8.74444,3.3565762982870244,2.7,3,percentage,Laila Ali,Maksim Chmerkoskiy,Athlete,Florida,United States,29,4,3rd Place,3,false
Joey Fatone_S4,Joey Fatone,4,10,267.6665,26.76665,8.922216666666667,2.350713840162884,2.2,2,percentage,Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,4,2nd Place,2,false
John Ratzenberger_S4,John Ratzenberger,4,7,133.5,19.071428571428573,6.357142857142857,2.280872848797353,7.0,0,percentage,John Ratzenberger,Edyta Sliwinska,Actor/Actress,Connecticut,United States,59,4,Eliminated Week 7,6,false
Shandi Finnessey_S4,Shandi Finnessey,4,3,60.0,20.0,6.666666666666667,1.0,7.666666666666667,0,percentage,Shandi Finnessey,Brian Fortuna,Beauty Pagent,Missouri,United States,28,4,Eliminated Week 3,10,false
Leeza Gibbons_S4,Leeza Gibbons,4,4,76.0,19.0,6.333333333333333,4.242640687119285,7.25,0,percentage,Leeza Gibbons,Tony Dovolani,TV Personality,South Carolina,United States,50,4,Eliminated Week 4,9,false
Billy Ray Cyrus_S4,Billy Ray Cyrus,4,8,152.0,19.0,6.333333333333333,2.8284271247461903,6.75,0,percentage,Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,true
Ian Ziering_S4,Ian Ziering,4,9,218.5,24.27777777777778,8.092592592592592,2.4123524710216877,3.6666666666666665,1,percentage,Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,4,Eliminated Week 9,4,false
Heather Mills_S4,Heather Mills,4,6,133.0,22.166666666666668,7.388888888888889,2.3166067138525404,4.666666666666667,0,percentage,Heather Mills,Jonathan Roberts,Model,,England,39,4,Eliminated Week 6,7,false
Mark Cuban_S5,Mark Cuban,5,5,102.0,20.4,6.8,1.51657508881031,8.4,0,percentage,Mark Cuban,Kym Johnson,TV Personality,Pennsylvania,United States,49,5,Eliminated Week 5,8,false
Josie Maran_S5,Josie Maran,5,1,16.0,16.0,5.333333333333333,,12.0,0,percentage,Josie Maran,Alec Mazo,Model,California,United States,29,5,Eliminated Week 1,12,false
Helio Castroneves_S5,Helio Castroneves,5,10,266.4999,26.649990000000003,8.88333,2.1608827930835237,2.8,3,percentage,Helio Castroneves,Julianne Hough,Racing Driver,,Brazil,32,5,1st Place,1,false
Albert Reed_S5,Albert Reed,5,2,42.0,21.0,7.0,0.0,8.0,0,percentage,Albert Reed,Anna Trebunskaya,Model,Florida,United States,22,5,Eliminated Week 2,11,false
Mel B_S5,Mel B,5,10,272.3332,27.23332,9.077773333333333,2.362509024462481,2.5,4,percentage,Mel B,Maksim Chmerkoskiy,Singer/Rapper,,England,32,5,2nd Place,2,false
Floyd Mayweather Jr. _S5,Floyd Mayweather Jr. ,5,4,83.0,20.75,6.916666666666667,2.0615528128088303,8.5,0,percentage,Floyd Mayweather Jr. ,Karina Smirnoff,Athlete,Michigan,United States,30,5,Eliminated Week 4,9,false
Sabrina Bryan_S5,Sabrina Bryan,5,6,162.0,27.0,9.0,1.7888543819998317,2.0,2,percentage,Sabrina Bryan,Mark Ballas,Actor/Actress,California,United States,23,5,Eliminated Week 6,7,false
Jane Seymour_S5,Jane Seymour,5,7,171.0,24.428571428571427,8.142857142857142,2.2253945610567474,4.571428571428571,1,percentage,Jane Seymour,Tony Dovolani,Actor/Actress,,England,56,5,Eliminated Week 7,6,false
Wayne Newton_S5,Wayne Newton,5,3,52.0,17.333333333333332,5.777777777777778,2.081665999466133,10.333333333333334,0,percentage,Wayne Newton,Cheryl Burke,Singer/Rapper,Virginia,United States,65,5,Eliminated Week 3,10,false
Marie Osmond_S5,Marie Osmond,5,10,242.5,24.25,8.083333333333332,2.3003622903070435,5.0,0,percentage,Marie Osmond,Jonathan Roberts,Singer/Rapper,Utah,United States,47,5,3rd Place,3,false
Cameron Mathison_S5,Cameron Mathison,5,8,194.0,24.25,8.083333333333334,2.2990681342044392,4.875,0,percentage,Cameron Mathison,Edyta Sliwinska,Actor/Actress,,Canada,38,5,Eliminated Week 8,5,false
Jennie Garth_S5,Jennie Garth,5,9,227.5,25.27777777777778,8.425925925925926,2.705447180124654,4.333333333333333,0,percentage,Jennie Garth,Derek Hough,Actor/Actress,Illinois,United States,35,5,Eliminated Week 9,4,false
Marlee Matlin_S6,Marlee Matlin,6,6,134.0,22.333333333333332,7.444444444444444,1.3662601021279468,6.5,0,percentage,Marlee Matlin,Fabian Sanchez,Actor/Actress,Illinois,United States,42,6,Eliminated Week 6,7,false
Cristian de la Fuente_S6,Cristian de la Fuente,6,10,247.5,24.75,8.25,2.8987545218210142,4.3,1,percentage,Cristian de la Fuente,Cheryl Burke,Actor/Actress,,Chile,34,6,3rd Place,3,false
Priscilla Presley_S6,Priscilla Presley,6,5,114.0,22.8,7.6,2.16794833886788,5.2,0,percentage,Priscilla Presley,Louis van Amstel,Actor/Actress,New York,United States,62,6,Eliminated Week 5,8,false
Monica Seles_S6,Monica Seles,6,2,30.0,15.0,5.0,0.0,11.5,0,percentage,Monica Seles,Jonathan Roberts,Athlete,,Yugoslavia,34,6,Eliminated Week 2,11,false
Shannon Elizabeth_S6,Shannon Elizabeth,6,7,169.5,24.214285714285715,8.071428571428571,2.1574897229794407,4.571428571428571,0,percentage,Shannon Elizabeth,Derek Hough,Actor/Actress,Texas,United States,34,6,Eliminated Week 7,6,false
Kristi Yamaguchi_S6,Kristi Yamaguchi,6,10,282.0,28.2,9.4,1.2516655570345725,1.3,7,percentage,Kristi Yamaguchi,Mark Ballas,Athlete,California,United States,36,6,1st Place,1,false
Adam Carolla_S6,Adam Carolla,6,4,74.0,18.5,6.166666666666666,2.5166114784235836,9.25,0,percentage,Adam Carolla,Julianne Hough,Radio Personality,California,United States,43,6,Eliminated Week 4,9,false
Penn Jillette_S6,Penn Jillette,6,2,33.0,16.5,5.5,0.7071067811865476,10.0,0,percentage,Penn Jillette,Kym Johnson,Magician,Massachusetts,United States,53,6,Eliminated Week 2,12,false
Jason Taylor_S6,Jason Taylor,6,10,261.5,26.15,8.716666666666665,2.3693646593314597,3.0,2,percentage,Jason Taylor,Edyta Sliwinska,Athlete,Pennsylvania,United States,33,6,2nd Place,2,false
Steve Guttenberg_S6,Steve Guttenberg,6,3,55.0,18.333333333333332,6.111111111111111,2.5166114784235836,9.333333333333334,0,percentage,Steve Guttenberg,Anna Trebunskaya,Actor/Actress,New York,United States,49,6,Eliminated Week 3,10,false
Marissa Jaret Winokur_S6,Marissa Jaret Winokur,6,9,209.0,23.22222222222222,7.74074074074074,3.1135902820449006,5.777777777777778,0,percentage,Marissa Jaret Winokur,Tony Dovolani,Actor/Actress,New York,United States,35,6,Eliminated Week 9,4,false
Mario_S6,Mario,6,8,202.0,25.25,8.416666666666666,2.2038926600773596,3.625,0,percentage,Mario,Karina Smirnoff,Singer/Rapper,Maryland,United States,21,6,Eliminated Week 8,5,false
Lance Bass_S7,Lance Bass,7,10,243.5,24.35,8.116666666666667,3.009706519468855,3.3,3,percentage,Lance Bass,Lacey Schwimmer,Singer/Rapper,Mississippi,United States,29,7,3rd Place,3,false
Susan Lucci_S7,Susan Lucci,7,7,153.5,21.928571428571427,7.30952380952381,1.966989481173607,5.142857142857143,0,percentage,Susan Lucci,Tony Dovolani,Actor/Actress,New York,United States,61,7,Eliminated Week 7,6,false
Jeffrey Ross_S7,Jeffrey Ross,7,1,12.0,12.0,4.0,,13.0,0,percentage,Jeffrey Ross,Edyta Sliwinska,Comedian,New Jersey,United States,43,7,Eliminated Week 1,13,false
Maurice Greene_S7,Maurice Greene,7,8,179.5,22.4375,7.479166666666667,2.94518371971209,5.25,0,percentage,Maurice Greene,Cheryl Burke,Athlete,Kansas,United States,34,7,Eliminated Week 8,5,false
Brooke Burke_S7,Brooke Burke,7,10,269.5,26.95,8.983333333333333,2.27852291335125,1.3,7,percentage,Brooke Burke,Derek Hough,TV Personality,Connecticut,United States,37,7,1st Place,1,false
Kim Kardashian_S7,Kim Kardashian,7,2,35.5,17.75,5.916666666666667,1.0606601717798212,9.5,0,percentage,Kim Kardashian,Mark Ballas,TV Personality,California,United States,27,7,Eliminated Week 2,11,false
Cody Linley_S7,Cody Linley,7,9,205.5,22.833333333333332,7.611111111111111,2.2638462845343543,4.444444444444445,0,percentage,Cody Linley,Julianne Hough,Actor/Actress,Texas,United States,18,7,Eliminated Week 9,4,false
Rocco DiSpirito_S7,Rocco DiSpirito,7,4,71.5,17.875,5.958333333333333,1.6520189667999179,9.5,0,percentage,Rocco DiSpirito,Karina Smirnoff,TV Personality,New York,United States,41,7,Eliminated Week 4,9,false
Misty May-Treanor_S7,Misty May-Treanor,7,2,42.0,21.0,7.0,0.0,5.5,0,percentage,Misty May-Treanor,Maksim Chmerkoskiy,Athlete,California,United States,31,7,Withdrew,10,false
Warren Sapp_S7,Warren Sapp,7,10,242.5,24.25,8.083333333333332,2.188987589427283,3.4,0,percentage,Warren Sapp,Kym Johnson,Athlete,Florida,United States,35,7,2nd Place,2,false
Ted McGinley_S7,Ted McGinley,7,1,18.5,18.5,6.166666666666667,,9.0,0,percentage,Ted McGinley,Inna Brayer,Actor/Actress,California,United States,50,7,Eliminated Week 1,12,false
Cloris Leachman_S7,Cloris Leachman,7,6,105.0,17.5,5.833333333333333,3.146426544510455,8.666666666666666,0,percentage,Cloris Leachman,Corky Ballas,Actor/Actress,Iowa,United States,82,7,Eliminated Week 6,7,false
Toni Braxton_S7,Toni Braxton,7,5,111.5,22.3,7.433333333333333,0.44721359549995804,4.6,0,percentage,Toni Braxton,Alec Mazo,Singer/Rapper,Maryland,United States,40,7,Eliminated Week 5,8,false
Belinda Carlisle_S8,Belinda Carlisle,8,2,35.0,17.5,5.833333333333334,0.7071067811865476,9.5,0,percentage,Belinda Carlisle,Jonathan Roberts,Singer/Rapper,California,United States,50,8,Eliminated Week 2,13,false
Melissa Rycroft_S8,Melissa Rycroft,8,11,293.5,26.681818181818183,8.893939393939393,2.2053653583105826,2.4545454545454546,3,percentage,Melissa Rycroft,Tony Dovolani,TV Personality,Texas,United States,26,8,3rd Place,3,false
Lil' Kim_S8,Lil' Kim,8,9,230.0,25.555555555555557,8.518518518518519,2.2973414586817036,3.111111111111111,2,percentage,Lil' Kim,Derek Hough,Singer/Rapper,New York,United States,34,8,Eliminated Week 9,5,false
Steve Wozniak_S8,Steve Wozniak,8,4,52.0,13.0,4.333333333333333,2.9439202887759492,11.75,0,percentage,Steve Wozniak,Karina Smirnoff,Entrepreneur,California,United States,58,8,Eliminated Week 4,10,false
Shawn Johnson_S8,Shawn Johnson,8,11,291.0,26.454545454545453,8.818181818181818,2.018099916438051,2.8181818181818183,1,percentage,Shawn Johnson,Mark Ballas,Athlete,Iowa,United States,17,8,1st Place,1,false
Steve-O_S8,Steve-O,8,6,95.0,15.833333333333334,5.277777777777778,1.4719601443879742,10.166666666666666,0,percentage,Steve-O,Lacey Schwimmer,TV Personality,,England,34,8,Eliminated Week 6,8,false
Lawrence Taylor_S8,Lawrence Taylor,8,7,138.0,19.714285714285715,6.571428571428571,1.8898223650461359,7.714285714285714,0,percentage,Lawrence Taylor,Edyta Sliwinska,Athlete,Virginia,United States,50,8,Eliminated Week 7,7,false
Ty Murray_S8,Ty Murray,8,10,218.0,21.8,7.2666666666666675,3.6453928305312844,6.1,0,percentage,Ty Murray,Chelsie Hightower,Athlete,Arizona,United States,39,8,Eliminated Week 10,4,false
Holly Madison_S8,Holly Madison,8,4,69.0,17.25,5.75,0.9574271077563385,8.75,0,percentage,Holly Madison,Dmitry Chaplin,TV Personality,Oregon,United States,30,8,Eliminated Week 4,11,false
David Alan Grier_S8,David Alan Grier,8,5,104.0,20.8,6.933333333333333,2.7748873851023212,7.0,0,percentage,David Alan Grier,Kym Johnson,Actor/Actress,Michigan,United States,52,8,Eliminated Week 5,9,false
Chuck Wicks_S8,Chuck Wicks,8,8,183.5,22.9375,7.645833333333334,2.4266010914740095,5.75,0,percentage,Chuck Wicks,Julianne Hough,Singer/Rapper,Delaware,United States,29,8,Eliminated Week 8,6,false
Gilles Marini_S8,Gilles Marini,8,11,304.5,27.681818181818183,9.227272727272727,1.7926618096106033,1.9090909090909092,5,percentage,Gilles Marini,Cheryl Burke,Actor/Actress,,France,33,8,2nd Place,2,false
Denise Richards_S8,Denise Richards,8,3,55.0,18.333333333333332,6.111111111111111,2.5166114784235827,7.333333333333333,0,percentage,Denise Richards,Maksim Chmerkoskiy,Actor/Actress,Illinois,United States,38,8,Eliminated Week 3,12,false
Macy Gray_S9,Macy Gray,9,1,18.9999,18.9999,6.3333,,15.0,0,percentage,Macy Gray,Jonathan Roberts,Singer/Rapper,Ohio,United States,42,9,Eliminated Week 1,15,false
Aaron Carter_S9,Aaron Carter,9,8,206.4997,25.8124625,8.604154166666667,5.070427391661095,3.875,0,percentage,Aaron Carter,Karina Smirnoff,Singer/Rapper,Florida,United States,21,9,Eliminated Week 8,5,false
Joanna Krupa_S9,Joanna Krupa,9,9,243.4998,27.055533333333333,9.018511111111112,5.077142952241939,2.7777777777777777,3,percentage,Joanna Krupa,Derek Hough,Model,,Poland,30,9,Eliminated Week 9,4,false
Tom DeLay_S9,Tom DeLay,9,3,52.9999,17.666633333333333,5.888877777777778,2.5165651200263683,12.666666666666666,0,percentage,Tom DeLay,Cheryl Burke,Politician,Texas,United States,62,9,Withdrew,13,false
Mark Dacascos_S9,Mark Dacascos,9,7,169.4998,24.214257142857143,8.071419047619047,4.965324044093915,6.0,0,percentage,Mark Dacascos,Lacey Schwimmer,Actor/Actress,Hawaii,United States,45,9,Eliminated Week 7,6,false
Donny Osmond_S9,Donny Osmond,9,10,264.6662,26.46662,8.822206666666666,3.15520052851021,3.6,2,percentage,Donny Osmond,Kym Johnson,Singer/Rapper,Utah,United States,51,9,1st Place,1,false
Natalie Coughlin_S9,Natalie Coughlin,9,5,119.9998,23.999959999999998,7.999986666666667,2.5494509228459368,5.6,0,percentage,Natalie Coughlin,Alec Mazo,Athlete,California,United States,27,9,Eliminated Week 5,10,false
Kelly Osbourne_S9,Kelly Osbourne,9,10,244.7216,24.47216,8.157386666666667,3.3584126922633497,5.3,0,percentage,Kelly Osbourne,Louis van Amstel,TV Personality,,England,24,9,3rd Place,3,false
Ashley Hamiliton_S9,Ashley Hamiliton,9,1,18.9999,18.9999,6.3333,,16.0,0,percentage,Ashley Hamiliton,Edyta Sliwinska,Actor/Actress,California,United States,34,9,Eliminated Week 1,16,false
Debi Mazar_S9,Debi Mazar,9,3,60.0,20.0,6.666666666666667,2.6457513110645907,8.0,0,percentage,Debi Mazar,Maksim Chmerkoskiy,Actor/Actress,New York,United States,45,9,Eliminated Week 3,12,false
Louie Vito_S9,Louie Vito,9,6,127.9998,21.333299999999998,7.1111,3.88152203909755,8.333333333333334,0,percentage,Louie Vito,Chelsie Hightower,Athlete,Ohio,United States,21,9,Eliminated Week 6,8,false
Melissa Joan Hart_S9,Melissa Joan Hart,9,6,136.9999,22.833316666666665,7.6111055555555565,3.4302507199425913,7.166666666666667,0,percentage,Melissa Joan Hart,Mark Ballas,Actor/Actress,New York,United States,33,9,Eliminated Week 6,9,false
Kathy Ireland_S9,Kathy Ireland,9,2,37.9999,18.99995,6.333316666666667,1.4141428516949752,13.0,0,percentage,Kathy Ireland,Tony Dovolani,Model,California,United States,46,9,Eliminated Week 2,14,false
Chuck Liddell_S9,Chuck Liddell,9,4,75.0,18.75,6.25,2.362907813126304,10.25,0,percentage,Chuck Liddell,Anna Trebunskaya,Athlete,California,United States,39,9,Eliminated Week 4,11,false
Michael Irvin_S9,Michael Irvin,9,7,135.4998,19.357114285714285,6.452371428571429,3.350524480052127,10.0,0,percentage,Michael Irvin,Anna Demidova,Athlete,Florida,United States,43,9,Eliminated Week 7,7,false
Mya_S9,Mya,9,10,284.33299999999997,28.433299999999996,9.477766666666666,2.37423048024688,1.9,5,percentage,Mya,Dmitry Chaplin,Singer/Rapper,Washington D.C.,United States,29,9,2nd Place,2,false
Evan Lysacek_S10,Evan Lysacek,10,10,262.8887,26.288869999999996,8.762956666666666,1.7781178851371033,2.2,2,percentage,Evan Lysacek,Anna Trebunskaya,Athlete,Illinois,United States,24,10,2nd Place,2,false
Chad Ochocinco_S10,Chad Ochocinco,10,9,199.4999,22.166655555555554,7.388885185185185,4.808823054321896,5.333333333333333,0,percentage,Chad Ochocinco,Cheryl Burke,Athlete,Florida,United States,32,10,Eliminated Week 9,4,false
Kate Gosselin_S10,Kate Gosselin,10,5,77.0,15.4,5.133333333333333,0.5477225575051662,9.0,0,percentage,Kate Gosselin,Tony Dovolani,TV Personality,Pennsylvania,United States,35,10,Eliminated Week 5,8,false
Aiden Turner_S10,Aiden Turner,10,4,70.5,17.625,5.875,2.286737122335374,8.25,0,percentage,Aiden Turner,Edyta Sliwinska,Actor/Actress,,England,32,10,Eliminated Week 4,9,false
Pamela Anderson_S10,Pamela Anderson,10,7,163.9998,23.428542857142855,7.809514285714286,3.3469303642079473,4.0,0,percentage,Pamela Anderson,Damian Whitewood,Model,,Canada,42,10,Eliminated Week 7,6,false
Jake Pavelka_S10,Jake Pavelka,10,6,127.9999,21.333316666666665,7.1111055555555565,2.2508931564307217,5.5,0,percentage,Jake Pavelka,Chelsie Hightower,TV Personality,Texas,United States,32,10,Eliminated Week 6,7,false
Erin Andrews_S10,Erin Andrews,10,10,249.4998,24.94998,8.31666,4.212734398833033,3.2,0,percentage,Erin Andrews,Maksim Chmerkoskiy,Sports Broadcaster,Maine,United States,32,10,3rd Place,3,false
Niecy Nash_S10,Niecy Nash,10,8,167.9998,20.999975,6.999991666666666,3.035457132789063,6.0,0,percentage,Niecy Nash,Louis van Amstel,Actor/Actress,California,United States,40,10,Eliminated Week 8,5,false
Buzz Aldrin_S10,Buzz Aldrin,10,3,39.0,13.0,4.333333333333333,1.0,10.666666666666666,0,percentage,Buzz Aldrin,Ashly DelGrosso,Astronaut,New Jersey,United States,80,10,Eliminated Week 3,10,false
Shannen Doherty_S10,Shannen Doherty,10,2,38.0,19.0,6.333333333333334,1.4142135623730951,7.0,0,percentage,Shannen Doherty,Mark Ballas,Actor/Actress,Tennessee,United States,38,10,Eliminated Week 2,11,false
Nicole Scherzinger_S10,Nicole Scherzinger,10,10,280.7776,28.07776,9.359253333333333,3.559693356393996,1.3,8,percentage,Nicole Scherzinger,Derek Hough,Singer/Rapper,Hawaii,United States,31,10,1st Place,1,false
David Hasselhoff_S11,David Hasselhoff,11,1,15.0,15.0,5.0,,10.0,0,percentage,David Hasselhoff,Kym Johnson,Actor/Actress,Maryland,United States,58,11,Eliminated Week 1,12,false
Kyle Massey_S11,Kyle Massey,11,10,255.8331,25.58331,8.248603333333332,4.6102580873646435,3.8,0,percentage,Kyle Massey,Lacey Schwimmer,Actor/Actress,Georgia,United States,19,11,2nd Place,2,false
Bristol Palin_S11,Bristol Palin,11,10,229.1664,22.91664,7.368046666666666,5.278775812460899,6.1,0,percentage,Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,19,11,3rd Place,3,true
Margaret Cho_S11,Margaret Cho,11,3,51.0,17.0,5.666666666666667,1.7320508075688772,10.333333333333334,0,percentage,Margaret Cho,Louis van Amstel,Comedian,California,United States,41,11,Eliminated Week 3,10,false
Florence Henderson_S11,Florence Henderson,11,5,95.5,19.1,6.366666666666666,1.431782106327635,6.8,0,percentage,Florence Henderson,Corky Ballas,Actor/Actress,Indiana,United States,76,11,Eliminated Week 5,8,false
Jennifer Grey_S11,Jennifer Grey,11,10,279.0,27.9,8.995833333333334,3.9214509786273974,2.0,5,percentage,Jennifer Grey,Derek Hough,Actor/Actress,New York,United States,50,11,1st Place,1,false
Audrina Patridge_S11,Audrina Patridge,11,6,145.9998,24.333299999999998,8.1111,4.366469207494769,3.0,1,percentage,Audrina Patridge,Tony Dovolani,TV Personality,California,United States,25,11,Eliminated Week 6,7,false
Michael Bolton_S11,Michael Bolton,11,2,28.0,14.0,4.666666666666666,2.8284271247461903,10.0,0,percentage,Michael Bolton,Chelsie Hightower,Singer/Rapper,Connecticut,United States,57,11,Eliminated Week 2,11,false
Kurt Warner_S11,Kurt Warner,11,8,184.9999,23.1249875,7.343745833333333,5.3835095431558395,5.25,0,percentage,Kurt Warner,Anna Trebunskaya,Athlete,Iowa,United States,39,11,Eliminated Week 8,5,false
The Situation_S11,The Situation,11,4,67.0,16.75,5.583333333333334,2.753785273643051,9.5,0,percentage,The Situation,Karina Smirnoff,TV Personality,New York,United States,28,11,Eliminated Week 4,9,false
