contestant_id,celebrity_name,season,week,total_score,avg_score,judge_count,min_score,max_score,week_rank
John O'Hurley_S1,John O'Hurley,1,6,27.0,9.0,3,9.0,9.0,2
Drew Lachey_S2,Drew Lachey,2,1,24.0,8.0,3,8.0,8.0,1
Tatum O'Neal_S2,Tatum O'Neal,2,1,23.0,7.666666666666667,3,7.0,8.0,2
Giselle Fernandez_S2,Giselle Fernandez,2,1,23.0,7.666666666666667,3,7.0,8.0,3
Stacy Keibler_S2,Stacy Keibler,2,1,22.0,7.333333333333333,3,6.0,8.0,4
Jerry Rice_S2,Jerry Rice,2,1,21.0,7.0,3,7.0,7.0,5
Tia Carrere_S2,Tia Carrere,2,1,20.0,6.666666666666667,3,6.0,7.0,6
Lisa Rinna_S2,Lisa Rinna,2,1,19.0,6.333333333333333,3,5.0,7.0,7
George Hamilton_S2,George Hamilton,2,1,18.0,6.0,3,5.0,7.0,8
Kenny Mayne_S2,Kenny Mayne,2,1,13.0,4.333333333333333,3,4.0,5.0,9
Master P_S2,Master P,2,1,12.0,4.0,3,4.0,4.0,10
Stacy Keibler_S2,Stacy Keibler,2,2,29.0,9.666666666666666,3,9.0,10.0,1
Drew Lachey_S2,Drew Lachey,2,2,27.0,9.0,3,9.0,9.0,2
Giselle Fernandez_S2,Giselle Fernandez,2,2,24.0,8.0,3,8.0,8.0,3
Jerry Rice_S2,Jerry Rice,2,2,23.0,7.666666666666667,3,7.0,8.0,4
Tia Carrere_S2,Tia Carrere,2,2,22.0,7.333333333333333,3,7.0,8.0,5
George Hamilton_S2,George Hamilton,2,2,22.0,7.333333333333333,3,7.0,8.0,6
Lisa Rinna_S2,Lisa Rinna,2,2,20.0,6.666666666666667,3,6.0,7.0,7
Tatum O'Neal_S2,Tatum O'Neal,2,2,17.0,5.666666666666667,3,5.0,6.0,8
Master P_S2,Master P,2,2,16.0,5.333333333333333,3,5.0,6.0,9
Drew Lachey_S2,Drew Lachey,2,3,27.0,9.0,3,9.0,9.0,1
Stacy Keibler_S2,Stacy Keibler,2,3,27.0,9.0,3,9.0,9.0,2
Tia Carrere_S2,Tia Carrere,2,3,26.0,8.666666666666666,3,8.0,9.0,3
Lisa Rinna_S2,Lisa Rinna,2,3,25.0,8.333333333333334,3,8.0,9.0,4
George Hamilton_S2,George Hamilton,2,3,22.0,7.333333333333333,3,7.0,8.0,5
Giselle Fernandez_S2,Giselle Fernandez,2,3,22.0,7.333333333333333,3,7.0,8.0,6
Jerry Rice_S2,Jerry Rice,2,3,19.0,6.333333333333333,3,6.0,7.0,7
Master P_S2,Master P,2,3,14.0,4.666666666666667,3,4.0,6.0,8
Drew Lachey_S2,Drew Lachey,2,4,28.0,9.333333333333334,3,9.0,10.0,1
Lisa Rinna_S2,Lisa Rinna,2,4,26.0,8.666666666666666,3,8.0,9.0,2
Stacy Keibler_S2,Stacy Keibler,2,4,26.0,8.666666666666666,3,8.0,9.0,3
Tia Carrere_S2,Tia Carrere,2,4,25.0,8.333333333333334,3,8.0,9.0,4
Jerry Rice_S2,Jerry Rice,2,4,24.0,8.0,3,8.0,8.0,5
George Hamilton_S2,George Hamilton,2,4,21.0,7.0,3,7.0,7.0,6
Master P_S2,Master P,2,4,8.0,2.6666666666666665,3,2.0,4.0,7
Stacy Keibler_S2,Stacy Keibler,2,5,30.0,10.0,3,10.0,10.0,1
Drew Lachey_S2,Drew Lachey,2,5,27.0,9.0,3,9.0,9.0,2
Lisa Rinna_S2,Lisa Rinna,2,5,25.0,8.333333333333334,3,7.0,9.0,3
George Hamilton_S2,George Hamilton,2,5,24.0,8.0,3,8.0,8.0,4
Jerry Rice_S2,Jerry Rice,2,5,23.0,7.666666666666667,3,7.0,8.0,5
Tia Carrere_S2,Tia Carrere,2,5,22.0,7.333333333333333,3,7.0,8.0,6
Stacy Keibler_S2,Stacy Keibler,2,6,30.0,10.0,3,10.0,10.0,1
Drew Lachey_S2,Drew Lachey,2,6,30.0,10.0,3,10.0,10.0,2
Lisa Rinna_S2,Lisa Rinna,2,6,27.0,9.0,3,9.0,9.0,3
George Hamilton_S2,George Hamilton,2,6,23.0,7.666666666666667,3,7.0,8.0,4
Jerry Rice_S2,Jerry Rice,2,6,23.0,7.666666666666667,3,7.0,8.0,5
Drew Lachey_S2,Drew Lachey,2,7,27.5,9.166666666666666,3,9.0,9.5,1
Stacy Keibler_S2,Stacy Keibler,2,7,27.5,9.166666666666666,3,9.0,9.5,2
Lisa Rinna_S2,Lisa Rinna,2,7,26.5,8.833333333333334,3,8.5,9.0,3
Jerry Rice_S2,Jerry Rice,2,7,20.5,6.833333333333333,3,6.5,7.0,4
Drew Lachey_S2,Drew Lachey,2,8,28.9998,9.6666,3,9.6666,9.6666,1
Stacy Keibler_S2,Stacy Keibler,2,8,28.6665,9.5555,3,9.3333,9.6666,2
Jerry Rice_S2,Jerry Rice,2,8,26.666600000000003,8.888866666666667,3,8.6666,9.0,3
Mario Lopez_S3,Mario Lopez,3,1,26.0,8.666666666666666,3,8.0,9.0,1
Emmitt Smith_S3,Emmitt Smith,3,1,24.0,8.0,3,8.0,8.0,2
Willa Ford_S3,Willa Ford,3,1,22.0,7.333333333333333,3,7.0,8.0,3
Vivica A. Fox_S3,Vivica A. Fox,3,1,22.0,7.333333333333333,3,6.0,8.0,4
Joey Lawrence_S3,Joey Lawrence,3,1,21.0,7.0,3,7.0,7.0,5
Monique Coleman_S3,Monique Coleman,3,1,19.0,6.333333333333333,3,6.0,7.0,6
Shanna Moakler_S3,Shanna Moakler,3,1,18.0,6.0,3,5.0,7.0,7
Harry Hamlin_S3,Harry Hamlin,3,1,17.0,5.666666666666667,3,5.0,6.0,8
Jerry Springer_S3,Jerry Springer,3,1,16.0,5.333333333333333,3,5.0,6.0,9
Sara Evans_S3,Sara Evans,3,1,15.0,5.0,3,5.0,5.0,10
Tucker Carlson_S3,Tucker Carlson,3,1,12.0,4.0,3,3.0,5.0,11
Joey Lawrence_S3,Joey Lawrence,3,2,29.0,9.666666666666666,3,9.0,10.0,1
Monique Coleman_S3,Monique Coleman,3,2,26.0,8.666666666666666,3,8.0,9.0,2
Vivica A. Fox_S3,Vivica A. Fox,3,2,24.0,8.0,3,8.0,8.0,3
Emmitt Smith_S3,Emmitt Smith,3,2,24.0,8.0,3,8.0,8.0,4
Willa Ford_S3,Willa Ford,3,2,23.0,7.666666666666667,3,7.0,8.0,5
Shanna Moakler_S3,Shanna Moakler,3,2,22.0,7.333333333333333,3,7.0,8.0,6
Sara Evans_S3,Sara Evans,3,2,21.0,7.0,3,7.0,7.0,7
Harry Hamlin_S3,Harry Hamlin,3,2,21.0,7.0,3,7.0,7.0,8
Mario Lopez_S3,Mario Lopez,3,2,21.0,7.0,3,6.0,8.0,9
Jerry Springer_S3,Jerry Springer,3,2,19.0,6.333333333333333,3,6.0,7.0,10
Vivica A. Fox_S3,Vivica A. Fox,3,3,27.0,9.0,3,9.0,9.0,1
Monique Coleman_S3,Monique Coleman,3,3,27.0,9.0,3,9.0,9.0,2
Sara Evans_S3,Sara Evans,3,3,25.0,8.333333333333334,3,8.0,9.0,3
Willa Ford_S3,Willa Ford,3,3,22.0,7.333333333333333,3,7.0,8.0,4
Joey Lawrence_S3,Joey Lawrence,3,3,22.0,7.333333333333333,3,6.0,8.0,5
Harry Hamlin_S3,Harry Hamlin,3,3,22.0,7.333333333333333,3,7.0,8.0,6
Mario Lopez_S3,Mario Lopez,3,3,22.0,7.333333333333333,3,6.0,8.0,7
Jerry Springer_S3,Jerry Springer,3,3,21.0,7.0,3,7.0,7.0,8
Emmitt Smith_S3,Emmitt Smith,3,3,19.0,6.333333333333333,3,6.0,7.0,9
Mario Lopez_S3,Mario Lopez,3,4,29.0,9.666666666666666,3,9.0,10.0,1
Willa Ford_S3,Willa Ford,3,4,28.0,9.333333333333334,3,9.0,10.0,2
Joey Lawrence_S3,Joey Lawrence,3,4,27.0,9.0,3,9.0,9.0,3
Emmitt Smith_S3,Emmitt Smith,3,4,24.0,8.0,3,8.0,8.0,4
Vivica A. Fox_S3,Vivica A. Fox,3,4,24.0,8.0,3,8.0,8.0,5
Monique Coleman_S3,Monique Coleman,3,4,24.0,8.0,3,8.0,8.0,6
Jerry Springer_S3,Jerry Springer,3,4,22.0,7.333333333333333,3,7.0,8.0,7
Sara Evans_S3,Sara Evans,3,4,20.0,6.666666666666667,3,6.0,7.0,8
Emmitt Smith_S3,Emmitt Smith,3,5,27.0,9.0,3,9.0,9.0,1
Mario Lopez_S3,Mario Lopez,3,5,27.0,9.0,3,9.0,9.0,2
Willa Ford_S3,Willa Ford,3,5,27.0,9.0,3,9.0,9.0,3
Monique Coleman_S3,Monique Coleman,3,5,27.0,9.0,3,9.0,9.0,4
Joey Lawrence_S3,Joey Lawrence,3,5,25.0,8.333333333333334,3,8.0,9.0,5
Jerry Springer_S3,Jerry Springer,3,5,24.0,8.0,3,8.0,8.0,6
Sara Evans_S3,Sara Evans,3,5,24.0,8.0,3,8.0,8.0,7
Mario Lopez_S3,Mario Lopez,3,6,28.0,9.333333333333334,3,9.0,10.0,1
Emmitt Smith_S3,Emmitt Smith,3,6,25.0,8.333333333333334,3,8.0,9.0,2
Joey Lawrence_S3,Joey Lawrence,3,6,24.0,8.0,3,8.0,8.0,3
Monique Coleman_S3,Monique Coleman,3,6,23.0,7.666666666666667,3,7.0,9.0,4
Jerry Springer_S3,Jerry Springer,3,6,18.0,6.0,3,5.0,7.0,5
Emmitt Smith_S3,Emmitt Smith,3,7,28.5,9.5,3,9.0,10.0,1
Joey Lawrence_S3,Joey Lawrence,3,7,28.5,9.5,3,9.0,10.0,2
Mario Lopez_S3,Mario Lopez,3,7,28.0,9.333333333333334,3,9.0,9.5,3
Monique Coleman_S3,Monique Coleman,3,7,27.0,9.0,3,9.0,9.0,4
Jerry Springer_S3,Jerry Springer,3,7,23.0,7.666666666666667,3,7.5,8.0,5
Mario Lopez_S3,Mario Lopez,3,8,28.5,9.5,3,9.0,10.0,1
Emmitt Smith_S3,Emmitt Smith,3,8,27.0,9.0,3,8.5,9.5,2
Joey Lawrence_S3,Joey Lawrence,3,8,27.0,9.0,3,8.5,9.5,3
Monique Coleman_S3,Monique Coleman,3,8,26.5,8.833333333333334,3,8.5,9.0,4
Mario Lopez_S3,Mario Lopez,3,9,29.5,9.833333333333334,3,9.5,10.0,1
Emmitt Smith_S3,Emmitt Smith,3,9,29.5,9.833333333333334,3,9.5,10.0,2
Joey Lawrence_S3,Joey Lawrence,3,9,29.5,9.833333333333334,3,9.5,10.0,3
Mario Lopez_S3,Mario Lopez,3,10,29.666600000000003,9.888866666666667,3,9.6666,10.0,1
Emmitt Smith_S3,Emmitt Smith,3,10,29.666600000000003,9.888866666666667,3,9.6666,10.0,2
Joey Fatone_S4,Joey Fatone,4,1,24.0,8.0,3,8.0,8.0,1
Laila Ali_S4,Laila Ali,4,1,23.0,7.666666666666667,3,7.0,8.0,2
Apolo Anton Ohno_S4,Apolo Anton Ohno,4,1,21.0,7.0,3,7.0,7.0,3
Ian Ziering_S4,Ian Ziering,4,1,21.0,7.0,3,7.0,7.0,4
Shandi Finnessey_S4,Shandi Finnessey,4,1,19.0,6.333333333333333,3,6.0,7.0,5
Paulina Porizkova_S4,Paulina Porizkova,4,1,19.0,6.333333333333333,3,6.0,7.0,6
Heather Mills_S4,Heather Mills,4,1,18.0,6.0,3,6.0,6.0,7
John Ratzenberger_S4,John Ratzenberger,4,1,17.0,5.666666666666667,3,5.0,6.0,8
Clyde Drexler_S4,Clyde Drexler,4,1,16.0,5.333333333333333,3,5.0,6.0,9
Leeza Gibbons_S4,Leeza Gibbons,4,1,15.0,5.0,3,5.0,5.0,10
Billy Ray Cyrus_S4,Billy Ray Cyrus,4,1,13.0,4.333333333333333,3,4.0,5.0,11
Laila Ali_S4,Laila Ali,4,2,27.0,9.0,3,9.0,9.0,1
Apolo Anton Ohno_S4,Apolo Anton Ohno,4,2,26.0,8.666666666666666,3,8.0,9.0,2
Heather Mills_S4,Heather Mills,4,2,24.0,8.0,3,8.0,8.0,3
Joey Fatone_S4,Joey Fatone,4,2,24.0,8.0,3,8.0,8.0,4
Ian Ziering_S4,Ian Ziering,4,2,22.0,7.333333333333333,3,7.0,8.0,5
John Ratzenberger_S4,John Ratzenberger,4,2,21.0,7.0,3,7.0,7.0,6
Billy Ray Cyrus_S4,Billy Ray Cyrus,4,2,21.0,7.0,3,7.0,7.0,7
Paulina Porizkova_S4,Paulina Porizkova,4,2,21.0,7.0,3,7.0,7.0,8
Leeza Gibbons_S4,Leeza Gibbons,4,2,21.0,7.0,3,7.0,7.0,9
Shandi Finnessey_S4,Shandi Finnessey,4,2,20.0,6.666666666666667,3,6.0,7.0,10
Clyde Drexler_S4,Clyde Drexler,4,2,18.0,6.0,3,6.0,6.0,11
Ian Ziering_S4,Ian Ziering,4,3,24.0,8.0,3,8.0,8.0,1
Joey Fatone_S4,Joey Fatone,4,3,24.0,8.0,3,8.0,8.0,2
Leeza Gibbons_S4,Leeza Gibbons,4,3,24.0,8.0,3,8.0,8.0,3
Heather Mills_S4,Heather Mills,4,3,24.0,8.0,3,8.0,8.0,4
Apolo Anton Ohno_S4,Apolo Anton Ohno,4,3,23.0,7.666666666666667,3,7.0,8.0,5
Billy Ray Cyrus_S4,Billy Ray Cyrus,4,3,21.0,7.0,3,7.0,7.0,6
Laila Ali_S4,Laila Ali,4,3,21.0,7.0,3,7.0,7.0,7
Shandi Finnessey_S4,Shandi Finnessey,4,3,21.0,7.0,3,7.0,7.0,8
John Ratzenberger_S4,John Ratzenberger,4,3,20.0,6.666666666666667,3,6.0,7.0,9
Clyde Drexler_S4,Clyde Drexler,4,3,16.0,5.333333333333333,3,5.0,6.0,10
Joey Fatone_S4,Joey Fatone,4,4,28.0,9.333333333333334,3,9.0,10.0,1
Apolo Anton Ohno_S4,Apolo Anton Ohno,4,4,26.0,8.666666666666666,3,8.0,9.0,2
Ian Ziering_S4,Ian Ziering,4,4,24.0,8.0,3,7.0,9.0,3
Heather Mills_S4,Heather Mills,4,4,23.0,7.666666666666667,3,7.0,8.0,4
Laila Ali_S4,Laila Ali,4,4,21.0,7.0,3,7.0,7.0,5
Billy Ray Cyrus_S4,Billy Ray Cyrus,4,4,21.0,7.0,3,7.0,7.0,6
Leeza Gibbons_S4,Leeza Gibbons,4,4,16.0,5.333333333333333,3,5.0,6.0,7
John Ratzenberger_S4,John Ratzenberger,4,4,16.0,5.333333333333333,3,5.0,6.0,8
Clyde Drexler_S4,Clyde Drexler,4,4,15.0,5.0,3,4.0,6.0,9
Apolo Anton Ohno_S4,Apolo Anton Ohno,4,5,30.0,10.0,3,10.0,10.0,1
Laila Ali_S4,Laila Ali,4,5,28.0,9.333333333333334,3,9.0,10.0,2
Joey Fatone_S4,Joey Fatone,4,5,25.0,8.333333333333334,3,8.0,9.0,3
Ian Ziering_S4,Ian Ziering,4,5,24.0,8.0,3,8.0,8.0,4
Heather Mills_S4,Heather Mills,4,5,21.0,7.0,3,7.0,7.0,5
John Ratzenberger_S4,John Ratzenberger,4,5,18.0,6.0,3,6.0,6.0,6
Billy Ray Cyrus_S4,Billy Ray Cyrus,4,5,17.0,5.666666666666667,3,5.0,6.0,7
Clyde Drexler_S4,Clyde Drexler,4,5,13.0,4.333333333333333,3,4.0,5.0,8
Apolo Anton Ohno_S4,Apolo Anton Ohno,4,6,28.0,9.333333333333334,3,9.0,10.0,1
Laila Ali_S4,Laila Ali,4,6,28.0,9.333333333333334,3,9.0,10.0,2
Joey Fatone_S4,Joey Fatone,4,6,27.0,9.0,3,9.0,9.0,3
Ian Ziering_S4,Ian Ziering,4,6,24.0,8.0,3,8.0,8.0,4
Heather Mills_S4,Heather Mills,4,6,23.0,7.666666666666667,3,7.0,8.0,5
Billy Ray Cyrus_S4,Billy Ray Cyrus,4,6,21.0,7.0,3,7.0,7.0,6
John Ratzenberger_S4,John Ratzenberger,4,6,19.0,6.333333333333333,3,6.0,7.0,7
Laila Ali_S4,Laila Ali,4,7,29.5,9.833333333333334,3,9.5,10.0,1
Joey Fatone_S4,Joey Fatone,4,7,29.5,9.833333333333334,3,9.5,10.0,2
Apolo Anton Ohno_S4,Apolo Anton Ohno,4,7,27.0,9.0,3,8.5,9.5,3
Ian Ziering_S4,Ian Ziering,4,7,27.0,9.0,3,9.0,9.0,4
John Ratzenberger_S4,John Ratzenberger,4,7,22.5,7.5,3,7.5,7.5,5
Billy Ray Cyrus_S4,Billy Ray Cyrus,4,7,19.0,6.333333333333333,3,6.0,6.5,6
Apolo Anton Ohno_S4,Apolo Anton Ohno,4,8,29.0,9.666666666666666,3,9.0,10.0,1
Joey Fatone_S4,Joey Fatone,4,8,27.5,9.166666666666666,3,9.0,9.5,2
Laila Ali_S4,Laila Ali,4,8,26.5,8.833333333333334,3,8.5,9.0,3
Ian Ziering_S4,Ian Ziering,4,8,23.5,7.833333333333333,3,7.5,8.0,4
Billy Ray Cyrus_S4,Billy Ray Cyrus,4,8,19.0,6.333333333333333,3,6.0,6.5,5
Laila Ali_S4,Laila Ali,4,9,30.0,10.0,3,10.0,10.0,1
Joey Fatone_S4,Joey Fatone,4,9,30.0,10.0,3,10.0,10.0,2
Apolo Anton Ohno_S4,Apolo Anton Ohno,4,9,29.5,9.833333333333334,3,9.5,10.0,3
Ian Ziering_S4,Ian Ziering,4,9,29.0,9.666666666666666,3,9.5,10.0,4
Apolo Anton Ohno_S4,Apolo Anton Ohno,4,10,29.3332,9.777733333333334,3,9.6666,10.0,1
Joey Fatone_S4,Joey Fatone,4,10,28.6665,9.5555,3,9.3333,9.6666,2
Laila Ali_S4,Laila Ali,4,10,28.3332,9.4444,3,9.0,9.6666,3
Sabrina Bryan_S5,Sabrina Bryan,5,1,26.0,8.666666666666666,3,8.0,9.0,1
Helio Castroneves_S5,Helio Castroneves,5,1,25.0,8.333333333333334,3,8.0,9.0,2
Mel B_S5,Mel B,5,1,24.0,8.0,3,8.0,8.0,3
Jane Seymour_S5,Jane Seymour,5,1,24.0,8.0,3,8.0,8.0,4
Cameron Mathison_S5,Cameron Mathison,5,1,21.0,7.0,3,7.0,7.0,5
Jennie Garth_S5,Jennie Garth,5,1,21.0,7.0,3,7.0,7.0,6
Mark Cuban_S5,Mark Cuban,5,1,21.0,7.0,3,7.0,7.0,7
Albert Reed_S5,Albert Reed,5,1,21.0,7.0,3,7.0,7.0,8
Marie Osmond_S5,Marie Osmond,5,1,21.0,7.0,3,7.0,7.0,9
Wayne Newton_S5,Wayne Newton,5,1,19.0,6.333333333333333,3,6.0,7.0,10
Floyd Mayweather Jr. _S5,Floyd Mayweather Jr. ,5,1,18.0,6.0,3,6.0,6.0,11
Josie Maran_S5,Josie Maran,5,1,16.0,5.333333333333333,3,5.0,6.0,12
Helio Castroneves_S5,Helio Castroneves,5,2,27.0,9.0,3,9.0,9.0,1
Sabrina Bryan_S5,Sabrina Bryan,5,2,26.0,8.666666666666666,3,8.0,9.0,2
Marie Osmond_S5,Marie Osmond,5,2,24.0,8.0,3,8.0,8.0,3
Mel B_S5,Mel B,5,2,23.0,7.666666666666667,3,7.0,8.0,4
Jane Seymour_S5,Jane Seymour,5,2,21.0,7.0,3,7.0,7.0,5
Cameron Mathison_S5,Cameron Mathison,5,2,21.0,7.0,3,7.0,7.0,6
Floyd Mayweather Jr. _S5,Floyd Mayweather Jr. ,5,2,21.0,7.0,3,7.0,7.0,7
Albert Reed_S5,Albert Reed,5,2,21.0,7.0,3,7.0,7.0,8
Jennie Garth_S5,Jennie Garth,5,2,21.0,7.0,3,7.0,7.0,9
Mark Cuban_S5,Mark Cuban,5,2,18.0,6.0,3,6.0,6.0,10
Wayne Newton_S5,Wayne Newton,5,2,15.0,5.0,3,5.0,5.0,11
Jane Seymour_S5,Jane Seymour,5,3,27.0,9.0,3,9.0,9.0,1
Sabrina Bryan_S5,Sabrina Bryan,5,3,27.0,9.0,3,9.0,9.0,2
Mel B_S5,Mel B,5,3,27.0,9.0,3,9.0,9.0,3
Marie Osmond_S5,Marie Osmond,5,3,26.0,8.666666666666666,3,8.0,9.0,4
Jennie Garth_S5,Jennie Garth,5,3,26.0,8.666666666666666,3,8.0,9.0,5
Helio Castroneves_S5,Helio Castroneves,5,3,24.0,8.0,3,8.0,8.0,6
Cameron Mathison_S5,Cameron Mathison,5,3,23.0,7.666666666666667,3,7.0,8.0,7
Floyd Mayweather Jr. _S5,Floyd Mayweather Jr. ,5,3,21.0,7.0,3,7.0,7.0,8
Mark Cuban_S5,Mark Cuban,5,3,20.0,6.666666666666667,3,6.0,7.0,9
Wayne Newton_S5,Wayne Newton,5,3,18.0,6.0,3,6.0,6.0,10
Sabrina Bryan_S5,Sabrina Bryan,5,4,30.0,10.0,3,10.0,10.0,1
Jennie Garth_S5,Jennie Garth,5,4,27.0,9.0,3,8.0,10.0,2
Helio Castroneves_S5,Helio Castroneves,5,4,27.0,9.0,3,9.0,9.0,3
Cameron Mathison_S5,Cameron Mathison,5,4,27.0,9.0,3,9.0,9.0,4
Marie Osmond_S5,Marie Osmond,5,4,26.0,8.666666666666666,3,8.0,9.0,5
Jane Seymour_S5,Jane Seymour,5,4,26.0,8.666666666666666,3,8.0,9.0,6
Mel B_S5,Mel B,5,4,26.0,8.666666666666666,3,8.0,9.0,7
Floyd Mayweather Jr. _S5,Floyd Mayweather Jr. ,5,4,23.0,7.666666666666667,3,7.0,8.0,8
Mark Cuban_S5,Mark Cuban,5,4,22.0,7.333333333333333,3,7.0,8.0,9
Mel B_S5,Mel B,5,5,29.0,9.666666666666666,3,9.0,10.0,1
Sabrina Bryan_S5,Sabrina Bryan,5,5,28.0,9.333333333333334,3,9.0,10.0,2
Jane Seymour_S5,Jane Seymour,5,5,26.0,8.666666666666666,3,8.0,9.0,3
Cameron Mathison_S5,Cameron Mathison,5,5,26.0,8.666666666666666,3,8.0,9.0,4
Jennie Garth_S5,Jennie Garth,5,5,25.0,8.333333333333334,3,8.0,9.0,5
Helio Castroneves_S5,Helio Castroneves,5,5,23.0,7.666666666666667,3,7.0,8.0,6
Mark Cuban_S5,Mark Cuban,5,5,21.0,7.0,3,7.0,7.0,7
Marie Osmond_S5,Marie Osmond,5,5,21.0,7.0,3,7.0,7.0,8
Mel B_S5,Mel B,5,6,30.0,10.0,3,10.0,10.0,1
Helio Castroneves_S5,Helio Castroneves,5,6,28.0,9.333333333333334,3,9.0,10.0,2
Jennie Garth_S5,Jennie Garth,5,6,27.0,9.0,3,9.0,9.0,3
Sabrina Bryan_S5,Sabrina Bryan,5,6,25.0,8.333333333333334,3,8.0,9.0,4
Cameron Mathison_S5,Cameron Mathison,5,6,25.0,8.333333333333334,3,8.0,9.0,5
Marie Osmond_S5,Marie Osmond,5,6,23.0,7.666666666666667,3,7.0,8.0,6
Jane Seymour_S5,Jane Seymour,5,6,22.0,7.333333333333333,3,7.0,8.0,7
Mel B_S5,Mel B,5,7,27.0,9.0,3,9.0,9.0,1
Jennie Garth_S5,Jennie Garth,5,7,26.5,8.833333333333334,3,8.5,9.5,2
Marie Osmond_S5,Marie Osmond,5,7,26.0,8.666666666666666,3,8.5,9.0,3
Helio Castroneves_S5,Helio Castroneves,5,7,26.0,8.666666666666666,3,8.5,9.0,4
Cameron Mathison_S5,Cameron Mathison,5,7,25.5,8.5,3,8.5,8.5,5
Jane Seymour_S5,Jane Seymour,5,7,25.0,8.333333333333334,3,8.0,8.5,6
Helio Castroneves_S5,Helio Castroneves,5,8,28.5,9.5,3,9.5,9.5,1
Mel B_S5,Mel B,5,8,28.0,9.333333333333334,3,9.0,9.5,2
Cameron Mathison_S5,Cameron Mathison,5,8,25.5,8.5,3,8.5,8.5,3
Jennie Garth_S5,Jennie Garth,5,8,25.0,8.333333333333334,3,8.0,8.5,4
Marie Osmond_S5,Marie Osmond,5,8,24.5,8.166666666666666,3,8.0,8.5,5
Helio Castroneves_S5,Helio Castroneves,5,9,30.0,10.0,3,10.0,10.0,1
Mel B_S5,Mel B,5,9,30.0,10.0,3,10.0,10.0,2
Jennie Garth_S5,Jennie Garth,5,9,29.0,9.666666666666666,3,9.5,10.0,3
Marie Osmond_S5,Marie Osmond,5,9,28.0,9.333333333333334,3,9.0,9.5,4
Mel B_S5,Mel B,5,10,28.333199999999998,9.4444,3,9.3333,9.6666,1
Helio Castroneves_S5,Helio Castroneves,5,10,27.9999,9.3333,3,9.0,9.6666,2
Marie Osmond_S5,Marie Osmond,5,10,23.0,7.666666666666667,3,7.5,8.0,3
Kristi Yamaguchi_S6,Kristi Yamaguchi,6,1,27.0,9.0,3,9.0,9.0,1
Priscilla Presley_S6,Priscilla Presley,6,1,24.0,8.0,3,8.0,8.0,2
Mario_S6,Mario,6,1,24.0,8.0,3,8.0,8.0,3
Jason Taylor_S6,Jason Taylor,6,1,22.0,7.333333333333333,3,7.0,8.0,4
Marlee Matlin_S6,Marlee Matlin,6,1,22.0,7.333333333333333,3,7.0,8.0,5
Shannon Elizabeth_S6,Shannon Elizabeth,6,1,21.0,7.0,3,7.0,7.0,6
Cristian de la Fuente_S6,Cristian de la Fuente,6,1,21.0,7.0,3,7.0,7.0,7
Marissa Jaret Winokur_S6,Marissa Jaret Winokur,6,1,18.0,6.0,3,6.0,6.0,8
Steve Guttenberg_S6,Steve Guttenberg,6,1,18.0,6.0,3,6.0,6.0,9
