season,week,contestant_id,judges_score
4,9,Apolo Anton Ohno_S4,29.5
4,9,Billy Ray Cyrus_S4,0.0
4,9,Clyde Drexler_S4,0.0
4,9,Heather Mills_S4,0.0
4,9,Ian Ziering_S4,29.0
4,9,Joey Fatone_S4,30.0
4,9,John Ratzenberger_S4,0.0
4,9,Laila Ali_S4,30.0
4,9,Leeza Gibbons_S4,0.0
4,9,Paulina Porizkova_S4,0.0
4,9,Shandi Finnessey_S4,0.0
4,10,Apolo Anton Ohno_S4,29.3332
4,10,Billy Ray Cyrus_S4,0.0
4,10,Clyde Drexler_S4,0.0
4,10,Heather Mills_S4,0.0
4,10,Ian Ziering_S4,0.0
4,10,Joey Fatone_S4,28.6665
4,10,John Ratzenberger_S4,0.0
4,10,Laila Ali_S4,28.3332
4,10,Leeza Gibbons_S4,0.0
4,10,Paulina Porizkova_S4,0.0
4,10,Shandi Finnessey_S4,0.0
5,1,Albert Reed_S5,21.0
5,1,Cameron Mathison_S5,21.0
5,1,Floyd Mayweather Jr. _S5,18.0
5,1,Helio Castroneves_S5,25.0
5,1,Jane Seymour_S5,24.0
5,1,Jennie Garth_S5,21.0
5,1,Josie Maran_S5,16.0
5,1,Marie Osmond_S5,21.0
5,1,Mark Cuban_S5,21.0
5,1,Mel B_S5,24.0
5,1,Sabrina Bryan_S5,26.0
5,1,Wayne Newton_S5,19.0
5,2,Albert Reed_S5,21.0
5,2,Cameron Mathison_S5,21.0
5,2,Floyd Mayweather Jr. _S5,21.0
5,2,Helio Castroneves_S5,27.0
5,2,Jane Seymour_S5,21.0
5,2,Jennie Garth_S5,21.0
5,2,Josie Maran_S5,0.0
5,2,Marie Osmond_S5,24.0
5,2,Mark Cuban_S5,18.0
5,2,Mel B_S5,23.0
5,2,Sabrina Bryan_S5,26.0
5,2,Wayne Newton_S5,15.0
5,3,Albert Reed_S5,0.0
5,3,Cameron Mathison_S5,23.0
5,3,Floyd Mayweather Jr. _S5,21.0
5,3,Helio Castroneves_S5,24.0
5,3,Jane Seymour_S5,27.0
5,3,Jennie Garth_S5,26.0
5,3,Josie Maran_S5,0.0
5,3,Marie Osmond_S5,26.0
5,3,Mark Cuban_S5,20.0
5,3,Mel B_S5,27.0
5,3,Sabrina Bryan_S5,27.0
5,3,Wayne Newton_S5,18.0
5,4,Albert Reed_S5,0.0
5,4,Cameron Mathison_S5,27.0
5,4,Floyd Mayweather Jr. _S5,23.0
5,4,Helio Castroneves_S5,27.0
5,4,Jane Seymour_S5,26.0
5,4,Jennie Garth_S5,27.0
5,4,Josie Maran_S5,0.0
5,4,Marie Osmond_S5,26.0
5,4,Mark Cuban_S5,22.0
5,4,Mel B_S5,26.0
5,4,Sabrina Bryan_S5,30.0
5,4,Wayne Newton_S5,0.0
5,5,Albert Reed_S5,0.0
5,5,Cameron Mathison_S5,26.0
5,5,Floyd Mayweather Jr. _S5,0.0
5,5,Helio Castroneves_S5,23.0
5,5,Jane Seymour_S5,26.0
5,5,Jennie Garth_S5,25.0
5,5,Josie Maran_S5,0.0
5,5,Marie Osmond_S5,21.0
5,5,Mark Cuban_S5,21.0
5,5,Mel B_S5,29.0
5,5,Sabrina Bryan_S5,28.0
5,5,Wayne Newton_S5,0.0
5,6,Albert Reed_S5,0.0
5,6,Cameron Mathison_S5,25.0
5,6,Floyd Mayweather Jr. _S5,0.0
5,6,Helio Castroneves_S5,28.0
5,6,Jane Seymour_S5,22.0
5,6,Jennie Garth_S5,27.0
5,6,Josie Maran_S5,0.0
5,6,Marie Osmond_S5,23.0
5,6,Mark Cuban_S5,0.0
5,6,Mel B_S5,30.0
5,6,Sabrina Bryan_S5,25.0
5,6,Wayne Newton_S5,0.0
5,7,Albert Reed_S5,0.0
5,7,Cameron Mathison_S5,25.5
5,7,Floyd Mayweather Jr. _S5,0.0
5,7,Helio Castroneves_S5,26.0
5,7,Jane Seymour_S5,25.0
5,7,Jennie Garth_S5,26.5
5,7,Josie Maran_S5,0.0
5,7,Marie Osmond_S5,26.0
5,7,Mark Cuban_S5,0.0
5,7,Mel B_S5,27.0
5,7,Sabrina Bryan_S5,0.0
5,7,Wayne Newton_S5,0.0
5,8,Albert Reed_S5,0.0
5,8,Cameron Mathison_S5,25.5
5,8,Floyd Mayweather Jr. _S5,0.0
5,8,Helio Castroneves_S5,28.5
5,8,Jane Seymour_S5,0.0
5,8,Jennie Garth_S5,25.0
5,8,Josie Maran_S5,0.0
5,8,Marie Osmond_S5,24.5
5,8,Mark Cuban_S5,0.0
5,8,Mel B_S5,28.0
5,8,Sabrina Bryan_S5,0.0
5,8,Wayne Newton_S5,0.0
5,9,Albert Reed_S5,0.0
5,9,Cameron Mathison_S5,0.0
5,9,Floyd Mayweather Jr. _S5,0.0
5,9,Helio Castroneves_S5,30.0
5,9,Jane Seymour_S5,0.0
5,9,Jennie Garth_S5,29.0
5,9,Josie Maran_S5,0.0
5,9,Marie Osmond_S5,28.0
5,9,Mark Cuban_S5,0.0
5,9,Mel B_S5,30.0
5,9,Sabrina Bryan_S5,0.0
5,9,Wayne Newton_S5,0.0
5,10,Albert Reed_S5,0.0
5,10,Cameron Mathison_S5,0.0
5,10,Floyd Mayweather Jr. _S5,0.0
5,10,Helio Castroneves_S5,27.9999
5,10,Jane Seymour_S5,0.0
5,10,Jennie Garth_S5,0.0
5,10,Josie Maran_S5,0.0
5,10,Marie Osmond_S5,23.0
5,10,Mark Cuban_S5,0.0
5,10,Mel B_S5,28.333199999999998
5,10,Sabrina Bryan_S5,0.0
5,10,Wayne Newton_S5,0.0
6,1,Adam Carolla_S6,15.0
6,1,Cristian de la Fuente_S6,21.0
6,1,Jason Taylor_S6,22.0
6,1,Kristi Yamaguchi_S6,27.0
6,1,Mario_S6,24.0
6,1,Marissa Jaret Winokur_S6,18.0
6,1,Marlee Matlin_S6,22.0
6,1,Monica Seles_S6,15.0
6,1,Penn Jillette_S6,16.0
6,1,Priscilla Presley_S6,24.0
6,1,Shannon Elizabeth_S6,21.0
6,1,Steve Guttenberg_S6,18.0
6,2,Adam Carolla_S6,19.0
6,2,Cristian de la Fuente_S6,20.0
6,2,Jason Taylor_S6,27.0
6,2,Kristi Yamaguchi_S6,27.0
6,2,Mario_S6,26.0
6,2,Marissa Jaret Winokur_S6,21.0
6,2,Marlee Matlin_S6,24.0
6,2,Monica Seles_S6,15.0
6,2,Penn Jillette_S6,17.0
6,2,Priscilla Presley_S6,21.0
6,2,Shannon Elizabeth_S6,24.0
6,2,Steve Guttenberg_S6,16.0
6,3,Adam Carolla_S6,21.0
6,3,Cristian de la Fuente_S6,25.0
6,3,Jason Taylor_S6,23.0
6,3,Kristi Yamaguchi_S6,27.0
6,3,Mario_S6,21.0
6,3,Marissa Jaret Winokur_S6,19.0
6,3,Marlee Matlin_S6,21.0
6,3,Monica Seles_S6,0.0
6,3,Penn Jillette_S6,0.0
6,3,Priscilla Presley_S6,26.0
6,3,Shannon Elizabeth_S6,24.0
6,3,Steve Guttenberg_S6,21.0
6,4,Adam Carolla_S6,19.0
6,4,Cristian de la Fuente_S6,26.0
6,4,Jason Taylor_S6,29.0
6,4,Kristi Yamaguchi_S6,29.0
6,4,Mario_S6,24.0
6,4,Marissa Jaret Winokur_S6,24.0
6,4,Marlee Matlin_S6,24.0
6,4,Monica Seles_S6,0.0
6,4,Penn Jillette_S6,0.0
6,4,Priscilla Presley_S6,22.0
6,4,Shannon Elizabeth_S6,28.0
6,4,Steve Guttenberg_S6,0.0
6,5,Adam Carolla_S6,0.0
6,5,Cristian de la Fuente_S6,23.0
6,5,Jason Taylor_S6,27.0
6,5,Kristi Yamaguchi_S6,29.0
6,5,Mario_S6,27.0
6,5,Marissa Jaret Winokur_S6,24.0
6,5,Marlee Matlin_S6,22.0
6,5,Monica Seles_S6,0.0
6,5,Penn Jillette_S6,0.0
6,5,Priscilla Presley_S6,21.0
6,5,Shannon Elizabeth_S6,23.0
6,5,Steve Guttenberg_S6,0.0
6,6,Adam Carolla_S6,0.0
6,6,Cristian de la Fuente_S6,27.0
6,6,Jason Taylor_S6,24.0
6,6,Kristi Yamaguchi_S6,30.0
6,6,Mario_S6,28.0
6,6,Marissa Jaret Winokur_S6,26.0
6,6,Marlee Matlin_S6,21.0
6,6,Monica Seles_S6,0.0
6,6,Penn Jillette_S6,0.0
6,6,Priscilla Presley_S6,0.0
6,6,Shannon Elizabeth_S6,24.0
6,6,Steve Guttenberg_S6,0.0
6,7,Adam Carolla_S6,0.0
6,7,Cristian de la Fuente_S6,23.0
6,7,Jason Taylor_S6,27.5
6,7,Kristi Yamaguchi_S6,27.0
6,7,Mario_S6,25.5
6,7,Marissa Jaret Winokur_S6,26.0
6,7,Marlee Matlin_S6,0.0
6,7,Monica Seles_S6,0.0
6,7,Penn Jillette_S6,0.0
6,7,Priscilla Presley_S6,0.0
6,7,Shannon Elizabeth_S6,25.5
6,7,Steve Guttenberg_S6,0.0
6,8,Adam Carolla_S6,0.0
6,8,Cristian de la Fuente_S6,28.5
6,8,Jason Taylor_S6,26.0
6,8,Kristi Yamaguchi_S6,27.5
6,8,Mario_S6,26.5
6,8,Marissa Jaret Winokur_S6,25.0
6,8,Marlee Matlin_S6,0.0
6,8,Monica Seles_S6,0.0
6,8,Penn Jillette_S6,0.0
6,8,Priscilla Presley_S6,0.0
6,8,Shannon Elizabeth_S6,0.0
6,8,Steve Guttenberg_S6,0.0
6,9,Adam Carolla_S6,0.0
6,9,Cristian de la Fuente_S6,28.0
6,9,Jason Taylor_S6,27.5
6,9,Kristi Yamaguchi_S6,28.5
6,9,Mario_S6,0.0
6,9,Marissa Jaret Winokur_S6,26.0
6,9,Marlee Matlin_S6,0.0
6,9,Monica Seles_S6,0.0
6,9,Penn Jillette_S6,0.0
6,9,Priscilla Presley_S6,0.0
6,9,Shannon Elizabeth_S6,0.0
6,9,Steve Guttenberg_S6,0.0
6,10,Adam Carolla_S6,0.0
6,10,Cristian de la Fuente_S6,26.0
6,10,Jason Taylor_S6,28.5
6,10,Kristi Yamaguchi_S6,30.0
6,10,Mario_S6,0.0
6,10,Marissa Jaret Winokur_S6,0.0
6,10,Marlee Matlin_S6,0.0
6,10,Monica Seles_S6,0.0
6,10,Penn Jillette_S6,0.0
6,10,Priscilla Presley_S6,0.0
6,10,Shannon Elizabeth_S6,0.0
6,10,Steve Guttenberg_S6,0.0
7,1,Brooke Burke_S7,24.5
7,1,Cloris Leachman_S7,16.0
7,1,Cody Linley_S7,20.5
7,1,Jeffrey Ross_S7,12.0
7,1,Kim Kardashian_S7,18.5
7,1,Lance Bass_S7,21.5
7,1,Maurice Greene_S7,19.5
7,1,Misty May-Treanor_S7,21.0
7,1,Rocco DiSpirito_S7,17.5
7,1,Susan Lucci_S7,18.5
7,1,Ted McGinley_S7,18.5
7,1,Toni Braxton_S7,22.5
7,1,Warren Sapp_S7,21.5
7,2,Brooke Burke_S7,24.0
7,2,Cloris Leachman_S7,15.0
7,2,Cody Linley_S7,21.0
7,2,Jeffrey Ross_S7,0.0
7,2,Kim Kardashian_S7,17.0
7,2,Lance Bass_S7,20.0
7,2,Maurice Greene_S7,19.0
7,2,Misty May-Treanor_S7,21.0
7,2,Rocco DiSpirito_S7,16.0
7,2,Susan Lucci_S7,21.0
7,2,Ted McGinley_S7,0.0
7,2,Toni Braxton_S7,23.0
7,2,Warren Sapp_S7,24.0
7,3,Brooke Burke_S7,28.0
7,3,Cloris Leachman_S7,16.0
7,3,Cody Linley_S7,21.0
7,3,Jeffrey Ross_S7,0.0
7,3,Kim Kardashian_S7,0.0
7,3,Lance Bass_S7,22.0
7,3,Maurice Greene_S7,24.0
7,3,Misty May-Treanor_S7,0.0
7,3,Rocco DiSpirito_S7,20.0
7,3,Susan Lucci_S7,21.0
7,3,Ted McGinley_S7,0.0
7,3,Toni Braxton_S7,22.0
7,3,Warren Sapp_S7,25.0
7,4,Brooke Burke_S7,26.0
7,4,Cloris Leachman_S7,22.0
7,4,Cody Linley_S7,23.0
7,4,Jeffrey Ross_S7,0.0
7,4,Kim Kardashian_S7,0.0
7,4,Lance Bass_S7,26.0
7,4,Maurice Greene_S7,20.0
7,4,Misty May-Treanor_S7,0.0
7,4,Rocco DiSpirito_S7,18.0
7,4,Susan Lucci_S7,24.0
7,4,Ted McGinley_S7,0.0
7,4,Toni Braxton_S7,22.0
7,4,Warren Sapp_S7,22.0
7,5,Brooke Burke_S7,29.0
7,5,Cloris Leachman_S7,21.0
7,5,Cody Linley_S7,28.0
7,5,Jeffrey Ross_S7,0.0
7,5,Kim Kardashian_S7,0.0
7,5,Lance Bass_S7,21.0
7,5,Maurice Greene_S7,27.0
7,5,Misty May-Treanor_S7,0.0
7,5,Rocco DiSpirito_S7,0.0
7,5,Susan Lucci_S7,22.0
7,5,Ted McGinley_S7,0.0
7,5,Toni Braxton_S7,22.0
7,5,Warren Sapp_S7,25.0
7,6,Brooke Burke_S7,26.0
7,6,Cloris Leachman_S7,15.0
7,6,Cody Linley_S7,23.0
7,6,Jeffrey Ross_S7,0.0
7,6,Kim Kardashian_S7,0.0
7,6,Lance Bass_S7,27.0
7,6,Maurice Greene_S7,21.0
7,6,Misty May-Treanor_S7,0.0
7,6,Rocco DiSpirito_S7,0.0
7,6,Susan Lucci_S7,23.0
7,6,Ted McGinley_S7,0.0
7,6,Toni Braxton_S7,0.0
7,6,Warren Sapp_S7,25.0
7,7,Brooke Burke_S7,30.0
7,7,Cloris Leachman_S7,0.0
7,7,Cody Linley_S7,22.0
7,7,Jeffrey Ross_S7,0.0
7,7,Kim Kardashian_S7,0.0
7,7,Lance Bass_S7,25.0
7,7,Maurice Greene_S7,25.0
7,7,Misty May-Treanor_S7,0.0
7,7,Rocco DiSpirito_S7,0.0
7,7,Susan Lucci_S7,24.0
7,7,Ted McGinley_S7,0.0
7,7,Toni Braxton_S7,0.0
7,7,Warren Sapp_S7,21.0
7,8,Brooke Burke_S7,27.5
7,8,Cloris Leachman_S7,0.0
7,8,Cody Linley_S7,24.0
7,8,Jeffrey Ross_S7,0.0
7,8,Kim Kardashian_S7,0.0
7,8,Lance Bass_S7,25.0
7,8,Maurice Greene_S7,24.0
7,8,Misty May-Treanor_S7,0.0
7,8,Rocco DiSpirito_S7,0.0
7,8,Susan Lucci_S7,0.0
7,8,Ted McGinley_S7,0.0
7,8,Toni Braxton_S7,0.0
7,8,Warren Sapp_S7,27.0
7,9,Brooke Burke_S7,24.5
7,9,Cloris Leachman_S7,0.0
7,9,Cody Linley_S7,23.0
7,9,Jeffrey Ross_S7,0.0
7,9,Kim Kardashian_S7,0.0
7,9,Lance Bass_S7,28.5
7,9,Maurice Greene_S7,0.0
7,9,Misty May-Treanor_S7,0.0
7,9,Rocco DiSpirito_S7,0.0
7,9,Susan Lucci_S7,0.0
7,9,Ted McGinley_S7,0.0
7,9,Toni Braxton_S7,0.0
7,9,Warren Sapp_S7,24.5
7,10,Brooke Burke_S7,30.0
7,10,Cloris Leachman_S7,0.0
7,10,Cody Linley_S7,0.0
7,10,Jeffrey Ross_S7,0.0
7,10,Kim Kardashian_S7,0.0
7,10,Lance Bass_S7,27.5
7,10,Maurice Greene_S7,0.0
7,10,Misty May-Treanor_S7,0.0
7,10,Rocco DiSpirito_S7,0.0
7,10,Susan Lucci_S7,0.0
7,10,Ted McGinley_S7,0.0
7,10,Toni Braxton_S7,0.0
7,10,Warren Sapp_S7,27.5
8,1,Belinda Carlisle_S8,17.0
8,1,Chuck Wicks_S8,20.0
